[s],CH1[V]
-8.7840E-06,4.000E-02
-8.7800E-06,-4.000E-02
-8.7760E-06,-4.000E-02
-8.7720E-06,4.000E-02
-8.7680E-06,-1.200E-01
-8.7640E-06,4.000E-02
-8.7600E-06,1.200E-01
-8.7560E-06,-4.000E-02
-8.7520E-06,4.000E-02
-8.7480E-06,-4.000E-02
-8.7440E-06,1.200E-01
-8.7400E-06,4.000E-02
-8.7360E-06,4.000E-02
-8.7320E-06,-4.000E-02
-8.7280E-06,-4.000E-02
-8.7240E-06,4.000E-02
-8.7200E-06,1.200E-01
-8.7160E-06,4.000E-02
-8.7120E-06,1.200E-01
-8.7080E-06,4.000E-02
-8.7040E-06,4.000E-02
-8.7000E-06,4.000E-02
-8.6960E-06,4.000E-02
-8.6920E-06,4.000E-02
-8.6880E-06,4.000E-02
-8.6840E-06,4.000E-02
-8.6800E-06,4.000E-02
-8.6760E-06,4.000E-02
-8.6720E-06,-4.000E-02
-8.6680E-06,4.000E-02
-8.6640E-06,-4.000E-02
-8.6600E-06,4.000E-02
-8.6560E-06,1.200E-01
-8.6520E-06,4.000E-02
-8.6480E-06,-4.000E-02
-8.6440E-06,4.000E-02
-8.6400E-06,-1.200E-01
-8.6360E-06,2.000E-01
-8.6320E-06,1.200E-01
-8.6280E-06,1.200E-01
-8.6240E-06,-1.200E-01
-8.6200E-06,-1.200E-01
-8.6160E-06,1.200E-01
-8.6120E-06,4.000E-02
-8.6080E-06,2.000E-01
-8.6040E-06,4.000E-02
-8.6000E-06,-4.000E-02
-8.5960E-06,-4.000E-02
-8.5920E-06,1.200E-01
-8.5880E-06,4.000E-02
-8.5840E-06,-4.000E-02
-8.5800E-06,-1.200E-01
-8.5760E-06,4.000E-02
-8.5720E-06,-1.200E-01
-8.5680E-06,-1.200E-01
-8.5640E-06,-4.000E-02
-8.5600E-06,1.200E-01
-8.5560E-06,4.000E-02
-8.5520E-06,-4.000E-02
-8.5480E-06,1.200E-01
-8.5440E-06,4.000E-02
-8.5400E-06,-4.000E-02
-8.5360E-06,1.200E-01
-8.5320E-06,-4.000E-02
-8.5280E-06,-4.000E-02
-8.5240E-06,-4.000E-02
-8.5200E-06,1.200E-01
-8.5160E-06,-1.200E-01
-8.5120E-06,4.000E-02
-8.5080E-06,4.000E-02
-8.5040E-06,1.200E-01
-8.5000E-06,-1.200E-01
-8.4960E-06,1.200E-01
-8.4920E-06,4.000E-02
-8.4880E-06,1.200E-01
-8.4840E-06,1.200E-01
-8.4800E-06,1.200E-01
-8.4760E-06,-1.200E-01
-8.4720E-06,-4.000E-02
-8.4680E-06,4.000E-02
-8.4640E-06,4.000E-02
-8.4600E-06,4.000E-02
-8.4560E-06,4.000E-02
-8.4520E-06,-4.000E-02
-8.4480E-06,-4.000E-02
-8.4440E-06,-4.000E-02
-8.4400E-06,4.000E-02
-8.4360E-06,-4.000E-02
-8.4320E-06,4.000E-02
-8.4280E-06,2.000E-01
-8.4240E-06,4.000E-02
-8.4200E-06,4.000E-02
-8.4160E-06,-1.200E-01
-8.4120E-06,-4.000E-02
-8.4080E-06,1.200E-01
-8.4040E-06,4.000E-02
-8.4000E-06,4.000E-02
-8.3960E-06,4.000E-02
-8.3920E-06,1.200E-01
-8.3880E-06,4.000E-02
-8.3840E-06,4.000E-02
-8.3800E-06,1.200E-01
-8.3760E-06,-4.000E-02
-8.3720E-06,-4.000E-02
-8.3680E-06,-1.200E-01
-8.3640E-06,1.200E-01
-8.3600E-06,4.000E-02
-8.3560E-06,4.000E-02
-8.3520E-06,4.000E-02
-8.3480E-06,-4.000E-02
-8.3440E-06,-4.000E-02
-8.3400E-06,1.200E-01
-8.3360E-06,4.000E-02
-8.3320E-06,-4.000E-02
-8.3280E-06,-4.000E-02
-8.3240E-06,1.200E-01
-8.3200E-06,4.000E-02
-8.3160E-06,-4.000E-02
-8.3120E-06,4.000E-02
-8.3080E-06,1.200E-01
-8.3040E-06,4.000E-02
-8.3000E-06,4.000E-02
-8.2960E-06,-1.200E-01
-8.2920E-06,-4.000E-02
-8.2880E-06,1.200E-01
-8.2840E-06,-4.000E-02
-8.2800E-06,1.200E-01
-8.2760E-06,4.000E-02
-8.2720E-06,4.000E-02
-8.2680E-06,-4.000E-02
-8.2640E-06,1.200E-01
-8.2600E-06,4.000E-02
-8.2560E-06,-4.000E-02
-8.2520E-06,1.200E-01
-8.2480E-06,-4.000E-02
-8.2440E-06,4.000E-02
-8.2400E-06,-4.000E-02
-8.2360E-06,-4.000E-02
-8.2320E-06,4.000E-02
-8.2280E-06,1.200E-01
-8.2240E-06,1.200E-01
-8.2200E-06,4.000E-02
-8.2160E-06,-4.000E-02
-8.2120E-06,4.000E-02
-8.2080E-06,4.000E-02
-8.2040E-06,1.200E-01
-8.2000E-06,4.000E-02
-8.1960E-06,4.000E-02
-8.1920E-06,1.200E-01
-8.1880E-06,-4.000E-02
-8.1840E-06,4.000E-02
-8.1800E-06,2.000E-01
-8.1760E-06,4.000E-02
-8.1720E-06,4.000E-02
-8.1680E-06,-4.000E-02
-8.1640E-06,4.000E-02
-8.1600E-06,4.000E-02
-8.1560E-06,4.000E-02
-8.1520E-06,1.200E-01
-8.1480E-06,1.200E-01
-8.1440E-06,-4.000E-02
-8.1400E-06,-1.200E-01
-8.1360E-06,-4.000E-02
-8.1320E-06,1.200E-01
-8.1280E-06,1.200E-01
-8.1240E-06,4.000E-02
-8.1200E-06,-1.200E-01
-8.1160E-06,1.200E-01
-8.1120E-06,1.200E-01
-8.1080E-06,-4.000E-02
-8.1040E-06,-4.000E-02
-8.1000E-06,1.200E-01
-8.0960E-06,4.000E-02
-8.0920E-06,4.000E-02
-8.0880E-06,4.000E-02
-8.0840E-06,-4.000E-02
-8.0800E-06,4.000E-02
-8.0760E-06,4.000E-02
-8.0720E-06,-4.000E-02
-8.0680E-06,4.000E-02
-8.0640E-06,-4.000E-02
-8.0600E-06,4.000E-02
-8.0560E-06,-4.000E-02
-8.0520E-06,-4.000E-02
-8.0480E-06,4.000E-02
-8.0440E-06,-1.200E-01
-8.0400E-06,4.000E-02
-8.0360E-06,-4.000E-02
-8.0320E-06,4.000E-02
-8.0280E-06,-4.000E-02
-8.0240E-06,4.000E-02
-8.0200E-06,4.000E-02
-8.0160E-06,-1.200E-01
-8.0120E-06,1.200E-01
-8.0080E-06,-4.000E-02
-8.0040E-06,4.000E-02
-8.0000E-06,4.000E-02
-7.9960E-06,1.200E-01
-7.9920E-06,4.000E-02
-7.9880E-06,-1.200E-01
-7.9840E-06,4.000E-02
-7.9800E-06,4.000E-02
-7.9760E-06,4.000E-02
-7.9720E-06,-4.000E-02
-7.9680E-06,1.200E-01
-7.9640E-06,-4.000E-02
-7.9600E-06,-1.200E-01
-7.9560E-06,-4.000E-02
-7.9520E-06,-4.000E-02
-7.9480E-06,1.200E-01
-7.9440E-06,4.000E-02
-7.9400E-06,1.200E-01
-7.9360E-06,4.000E-02
-7.9320E-06,1.200E-01
-7.9280E-06,-4.000E-02
-7.9240E-06,-4.000E-02
-7.9200E-06,-1.200E-01
-7.9160E-06,4.000E-02
-7.9120E-06,4.000E-02
-7.9080E-06,4.000E-02
-7.9040E-06,4.000E-02
-7.9000E-06,4.000E-02
-7.8960E-06,4.000E-02
-7.8920E-06,4.000E-02
-7.8880E-06,4.000E-02
-7.8840E-06,-1.200E-01
-7.8800E-06,4.000E-02
-7.8760E-06,-1.200E-01
-7.8720E-06,1.200E-01
-7.8680E-06,-1.200E-01
-7.8640E-06,4.000E-02
-7.8600E-06,4.000E-02
-7.8560E-06,1.200E-01
-7.8520E-06,4.000E-02
-7.8480E-06,4.000E-02
-7.8440E-06,-4.000E-02
-7.8400E-06,4.000E-02
-7.8360E-06,-4.000E-02
-7.8320E-06,4.000E-02
-7.8280E-06,-4.000E-02
-7.8240E-06,-4.000E-02
-7.8200E-06,4.000E-02
-7.8160E-06,4.000E-02
-7.8120E-06,-4.000E-02
-7.8080E-06,-4.000E-02
-7.8040E-06,1.200E-01
-7.8000E-06,1.200E-01
-7.7960E-06,-4.000E-02
-7.7920E-06,-4.000E-02
-7.7880E-06,1.200E-01
-7.7840E-06,4.000E-02
-7.7800E-06,4.000E-02
-7.7760E-06,4.000E-02
-7.7720E-06,4.000E-02
-7.7680E-06,4.000E-02
-7.7640E-06,-4.000E-02
-7.7600E-06,-4.000E-02
-7.7560E-06,4.000E-02
-7.7520E-06,4.000E-02
-7.7480E-06,4.000E-02
-7.7440E-06,-4.000E-02
-7.7400E-06,-4.000E-02
-7.7360E-06,4.000E-02
-7.7320E-06,4.000E-02
-7.7280E-06,-4.000E-02
-7.7240E-06,-4.000E-02
-7.7200E-06,-4.000E-02
-7.7160E-06,4.000E-02
-7.7120E-06,-4.000E-02
-7.7080E-06,4.000E-02
-7.7040E-06,4.000E-02
-7.7000E-06,-4.000E-02
-7.6960E-06,1.200E-01
-7.6920E-06,4.000E-02
-7.6880E-06,4.000E-02
-7.6840E-06,-4.000E-02
-7.6800E-06,1.200E-01
-7.6760E-06,1.200E-01
-7.6720E-06,4.000E-02
-7.6680E-06,4.000E-02
-7.6640E-06,4.000E-02
-7.6600E-06,1.200E-01
-7.6560E-06,-4.000E-02
-7.6520E-06,4.000E-02
-7.6480E-06,4.000E-02
-7.6440E-06,4.000E-02
-7.6400E-06,1.200E-01
-7.6360E-06,-4.000E-02
-7.6320E-06,4.000E-02
