[s],CH2[V]
-3.250E-08,-4.000E-16
-3.230E-08,2.000E-02
-3.210E-08,-4.000E-16
-3.190E-08,-2.000E-02
-3.170E-08,-2.000E-02
-3.150E-08,-4.000E-16
-3.130E-08,2.000E-02
-3.110E-08,4.000E-02
-3.090E-08,2.000E-02
-3.070E-08,2.000E-02
-3.050E-08,-4.000E-16
-3.030E-08,-4.000E-16
-3.010E-08,4.000E-02
-2.990E-08,4.000E-02
-2.970E-08,2.000E-02
-2.950E-08,-4.000E-16
-2.930E-08,-2.000E-02
-2.910E-08,-2.000E-02
-2.890E-08,-4.000E-16
-2.870E-08,2.000E-02
-2.850E-08,2.000E-02
-2.830E-08,-4.000E-16
-2.810E-08,-2.000E-02
-2.790E-08,-2.000E-02
-2.770E-08,-4.000E-16
-2.750E-08,-4.000E-16
-2.730E-08,-4.000E-16
-2.710E-08,-2.000E-02
-2.690E-08,-2.000E-02
-2.670E-08,-4.000E-16
-2.650E-08,-4.000E-16
-2.630E-08,-4.000E-16
-2.610E-08,-2.000E-02
-2.590E-08,-2.000E-02
-2.570E-08,-4.000E-16
-2.550E-08,-4.000E-16
-2.530E-08,-4.000E-16
-2.510E-08,-2.000E-02
-2.490E-08,-2.000E-02
-2.470E-08,-2.000E-02
-2.450E-08,-2.000E-02
-2.430E-08,-2.000E-02
-2.410E-08,-2.000E-02
-2.390E-08,-2.000E-02
-2.370E-08,-2.000E-02
-2.350E-08,-2.000E-02
-2.330E-08,-2.000E-02
-2.310E-08,-2.000E-02
-2.290E-08,-4.000E-02
-2.270E-08,-4.000E-02
-2.250E-08,-2.000E-02
-2.230E-08,-4.000E-16
-2.210E-08,4.000E-02
-2.190E-08,4.000E-02
-2.170E-08,2.000E-02
-2.150E-08,-4.000E-16
-2.130E-08,-4.000E-16
-2.110E-08,-4.000E-16
-2.090E-08,-4.000E-16
-2.070E-08,-4.000E-16
-2.050E-08,-4.000E-16
-2.030E-08,-4.000E-16
-2.010E-08,2.000E-02
-1.990E-08,2.000E-02
-1.970E-08,-4.000E-16
-1.950E-08,-4.000E-16
-1.930E-08,-4.000E-16
-1.910E-08,-4.000E-16
-1.890E-08,-4.000E-16
-1.870E-08,-4.000E-16
-1.850E-08,-4.000E-16
-1.830E-08,-4.000E-16
-1.810E-08,-2.000E-02
-1.790E-08,-4.000E-02
-1.770E-08,-4.000E-02
-1.750E-08,-4.000E-02
-1.730E-08,-4.000E-02
-1.710E-08,-2.000E-02
-1.690E-08,-2.000E-02
-1.670E-08,-2.000E-02
-1.650E-08,-2.000E-02
-1.630E-08,-2.000E-02
-1.610E-08,-4.000E-16
-1.590E-08,-4.000E-16
-1.570E-08,-4.000E-16
-1.550E-08,-4.000E-16
-1.530E-08,-4.000E-16
-1.510E-08,-4.000E-16
-1.490E-08,-4.000E-16
-1.470E-08,-4.000E-16
-1.450E-08,-4.000E-16
-1.430E-08,-4.000E-16
-1.410E-08,-4.000E-16
-1.390E-08,-4.000E-16
-1.370E-08,-4.000E-16
-1.350E-08,-4.000E-16
-1.330E-08,-4.000E-16
-1.310E-08,-4.000E-16
-1.290E-08,-4.000E-16
-1.270E-08,-4.000E-16
-1.250E-08,-4.000E-16
-1.230E-08,2.000E-02
-1.210E-08,4.000E-02
-1.190E-08,4.000E-02
-1.170E-08,2.000E-02
-1.150E-08,-4.000E-16
-1.130E-08,-2.000E-02
-1.110E-08,-2.000E-02
-1.090E-08,-4.000E-16
-1.070E-08,-4.000E-16
-1.050E-08,-4.000E-16
-1.030E-08,-4.000E-16
-1.010E-08,-2.000E-02
-9.900E-09,-2.000E-02
-9.700E-09,-4.000E-16
-9.500E-09,-4.000E-16
-9.300E-09,-4.000E-16
-9.100E-09,2.000E-02
-8.900E-09,2.000E-02
-8.700E-09,2.000E-02
-8.500E-09,-4.000E-16
-8.300E-09,-2.000E-02
-8.100E-09,-4.000E-02
-7.900E-09,-4.000E-02
-7.700E-09,-2.000E-02
-7.500E-09,-2.000E-02
-7.300E-09,-2.000E-02
-7.100E-09,-4.000E-02
-6.900E-09,-4.000E-02
-6.700E-09,-2.000E-02
-6.500E-09,-2.000E-02
-6.300E-09,-2.000E-02
-6.100E-09,-4.000E-16
-5.900E-09,2.000E-02
-5.700E-09,4.000E-02
-5.500E-09,4.000E-02
-5.300E-09,2.000E-02
-5.100E-09,-4.000E-16
-4.900E-09,-4.000E-16
-4.700E-09,2.000E-02
-4.500E-09,2.000E-02
-4.300E-09,2.000E-02
-4.100E-09,-4.000E-16
-3.900E-09,-4.000E-16
-3.700E-09,2.000E-02
-3.500E-09,2.000E-02
-3.300E-09,2.000E-02
-3.100E-09,-2.000E-02
-2.900E-09,-4.000E-02
-2.700E-09,-2.000E-02
-2.500E-09,-2.000E-02
-2.300E-09,-4.000E-16
-2.100E-09,-4.000E-16
-1.900E-09,-4.000E-16
-1.700E-09,-4.000E-16
-1.500E-09,-4.000E-16
-1.300E-09,-4.000E-16
-1.100E-09,-4.000E-16
-9.000E-10,-4.000E-16
-7.000E-10,-4.000E-16
-5.000E-10,-4.000E-16
-3.000E-10,-2.000E-02
-1.000E-10,-2.000E-02
1.000E-10,-4.000E-16
3.000E-10,-4.000E-16
5.000E-10,2.000E-02
7.000E-10,2.000E-02
9.000E-10,-4.000E-16
1.100E-09,-4.000E-16
1.300E-09,-4.000E-16
1.500E-09,-4.000E-16
1.700E-09,-4.000E-16
1.900E-09,-4.000E-16
2.100E-09,-4.000E-16
2.300E-09,-4.000E-16
2.500E-09,-4.000E-16
2.700E-09,-4.000E-16
2.900E-09,-4.000E-16
3.100E-09,-2.000E-02
3.300E-09,-2.000E-02
3.500E-09,-2.000E-02
3.700E-09,-4.000E-16
3.900E-09,2.000E-02
4.100E-09,2.000E-02
4.300E-09,2.000E-02
4.500E-09,-4.000E-16
4.700E-09,-2.000E-02
4.900E-09,-2.000E-02
5.100E-09,-2.000E-02
5.300E-09,-4.000E-16
5.500E-09,-4.000E-16
5.700E-09,-4.000E-16
5.900E-09,-4.000E-16
6.100E-09,-4.000E-16
6.300E-09,-2.000E-02
6.500E-09,-2.000E-02
6.700E-09,-2.000E-02
6.900E-09,-4.000E-16
7.100E-09,-4.000E-16
7.300E-09,-4.000E-16
7.500E-09,-4.000E-16
7.700E-09,-4.000E-16
7.900E-09,-4.000E-16
8.100E-09,-4.000E-16
8.300E-09,-4.000E-16
8.500E-09,-2.000E-02
8.700E-09,-4.000E-02
8.900E-09,-4.000E-02
9.100E-09,-2.000E-02
9.300E-09,-4.000E-16
9.500E-09,2.000E-02
9.700E-09,2.000E-02
9.900E-09,-4.000E-16
1.010E-08,-2.000E-02
1.030E-08,-2.000E-02
1.050E-08,-2.000E-02
1.070E-08,-2.000E-02
1.090E-08,-4.000E-02
1.110E-08,-4.000E-02
1.130E-08,-2.000E-02
1.150E-08,-4.000E-16
1.170E-08,2.000E-02
1.190E-08,2.000E-02
1.210E-08,-4.000E-16
1.230E-08,-2.000E-02
1.250E-08,-2.000E-02
1.270E-08,-2.000E-02
1.290E-08,-4.000E-16
1.310E-08,-4.000E-16
1.330E-08,-4.000E-16
1.350E-08,-4.000E-16
1.370E-08,-2.000E-02
1.390E-08,-4.000E-02
1.410E-08,-4.000E-02
1.430E-08,-4.000E-02
1.450E-08,-2.000E-02
1.470E-08,-2.000E-02
1.490E-08,-2.000E-02
1.510E-08,-4.000E-02
1.530E-08,-4.000E-02
1.550E-08,-4.000E-02
1.570E-08,-2.000E-02
1.590E-08,-4.000E-16
1.610E-08,-4.000E-16
1.630E-08,-4.000E-16
1.650E-08,-4.000E-16
1.670E-08,-4.000E-16
1.690E-08,-4.000E-16
1.710E-08,-4.000E-16
1.730E-08,2.000E-02
1.750E-08,2.000E-02
1.770E-08,2.000E-02
1.790E-08,-4.000E-16
1.810E-08,-4.000E-16
1.830E-08,-4.000E-16
1.850E-08,-4.000E-16
1.870E-08,2.000E-02
1.890E-08,2.000E-02
1.910E-08,2.000E-02
1.930E-08,-4.000E-16
1.950E-08,-2.000E-02
1.970E-08,-4.000E-02
1.990E-08,-2.000E-02
2.010E-08,-4.000E-16
2.030E-08,-4.000E-16
2.050E-08,-4.000E-16
2.070E-08,-4.000E-16
2.090E-08,2.000E-02
2.110E-08,4.000E-02
2.130E-08,2.000E-02
2.150E-08,-2.000E-02
2.170E-08,-8.000E-02
2.190E-08,-2.000E-01
2.210E-08,-2.200E-01
2.230E-08,-2.600E-01
2.250E-08,-3.000E-01
2.270E-08,-3.800E-01
2.290E-08,-6.000E-01
2.310E-08,-6.800E-01
2.330E-08,-7.200E-01
2.350E-08,-7.400E-01
2.370E-08,-7.600E-01
2.390E-08,-8.000E-01
2.410E-08,-8.200E-01
2.430E-08,-8.000E-01
2.450E-08,-7.600E-01
2.470E-08,-7.200E-01
2.490E-08,-6.800E-01
2.510E-08,-6.800E-01
2.530E-08,-7.000E-01
2.550E-08,-7.000E-01
2.570E-08,-6.800E-01
2.590E-08,-6.800E-01
2.610E-08,-7.000E-01
2.630E-08,-7.200E-01
2.650E-08,-7.200E-01
2.670E-08,-7.200E-01
2.690E-08,-7.200E-01
2.710E-08,-7.400E-01
2.730E-08,-7.600E-01
2.750E-08,-7.600E-01
2.770E-08,-7.400E-01
2.790E-08,-7.000E-01
2.810E-08,-7.000E-01
2.830E-08,-7.200E-01
2.850E-08,-7.200E-01
2.870E-08,-7.200E-01
2.890E-08,-7.000E-01
2.910E-08,-7.200E-01
2.930E-08,-7.400E-01
2.950E-08,-7.600E-01
2.970E-08,-7.800E-01
2.990E-08,-7.600E-01
3.010E-08,-7.600E-01
3.030E-08,-7.600E-01
3.050E-08,-7.600E-01
3.070E-08,-7.600E-01
3.090E-08,-7.600E-01
3.110E-08,-7.600E-01
3.130E-08,-7.400E-01
3.150E-08,-7.400E-01
3.170E-08,-7.400E-01
3.190E-08,-7.200E-01
3.210E-08,-7.200E-01
3.230E-08,-7.000E-01
3.250E-08,-7.000E-01
3.270E-08,-6.800E-01
3.290E-08,-6.400E-01
3.310E-08,-6.200E-01
3.330E-08,-5.800E-01
3.350E-08,-5.600E-01
3.370E-08,-5.400E-01
3.390E-08,-4.600E-01
3.410E-08,-4.000E-01
3.430E-08,-3.600E-01
3.450E-08,-3.200E-01
3.470E-08,-3.000E-01
3.490E-08,-2.600E-01
3.510E-08,-2.400E-01
3.530E-08,-2.000E-01
3.550E-08,-1.600E-01
3.570E-08,-1.200E-01
3.590E-08,-6.000E-02
3.610E-08,-4.000E-02
3.630E-08,-2.000E-02
3.650E-08,-2.000E-02
3.670E-08,-2.000E-02
3.690E-08,-4.000E-02
3.710E-08,-4.000E-02
3.730E-08,-2.000E-02
3.750E-08,-2.000E-02
3.770E-08,-2.000E-02
3.790E-08,-4.000E-02
3.810E-08,-4.000E-02
3.830E-08,-2.000E-02
3.850E-08,-2.000E-02
3.870E-08,-2.000E-02
3.890E-08,-4.000E-02
3.910E-08,-4.000E-02
3.930E-08,-2.000E-02
3.950E-08,-2.000E-02
3.970E-08,-2.000E-02
3.990E-08,-2.000E-02
4.010E-08,-2.000E-02
4.030E-08,-2.000E-02
4.050E-08,-2.000E-02
4.070E-08,-4.000E-02
4.090E-08,-6.000E-02
4.110E-08,-6.000E-02
4.130E-08,-4.000E-02
4.150E-08,-2.000E-02
4.170E-08,-2.000E-02
4.190E-08,-2.000E-02
4.210E-08,-2.000E-02
4.230E-08,-2.000E-02
4.250E-08,-4.000E-16
4.270E-08,-4.000E-16
4.290E-08,-4.000E-16
4.310E-08,-4.000E-16
4.330E-08,-4.000E-16
4.350E-08,-4.000E-16
4.370E-08,-4.000E-16
4.390E-08,2.000E-02
4.410E-08,2.000E-02
4.430E-08,2.000E-02
4.450E-08,-4.000E-16
4.470E-08,-2.000E-02
4.490E-08,-2.000E-02
4.510E-08,-2.000E-02
4.530E-08,-4.000E-16
4.550E-08,-4.000E-16
4.570E-08,-4.000E-16
4.590E-08,-4.000E-16
4.610E-08,-4.000E-16
4.630E-08,-4.000E-16
4.650E-08,-4.000E-16
4.670E-08,-2.000E-02
4.690E-08,-4.000E-02
4.710E-08,-4.000E-02
4.730E-08,-4.000E-02
4.750E-08,-2.000E-02
4.770E-08,-4.000E-16
4.790E-08,-4.000E-16
4.810E-08,-4.000E-16
4.830E-08,-2.000E-02
4.850E-08,-2.000E-02
4.870E-08,-2.000E-02
4.890E-08,-4.000E-16
4.910E-08,-4.000E-16
4.930E-08,-4.000E-16
4.950E-08,-4.000E-16
4.970E-08,-4.000E-16
4.990E-08,-4.000E-16
5.010E-08,-4.000E-16
5.030E-08,2.000E-02
5.050E-08,2.000E-02
5.070E-08,2.000E-02
5.090E-08,-2.000E-02
5.110E-08,-4.000E-02
5.130E-08,-4.000E-02
5.150E-08,-4.000E-02
5.170E-08,-2.000E-02
5.190E-08,2.000E-02
5.210E-08,2.000E-02
5.230E-08,2.000E-02
5.250E-08,-4.000E-16
5.270E-08,-2.000E-02
5.290E-08,-2.000E-02
5.310E-08,-2.000E-02
5.330E-08,-2.000E-02
5.350E-08,-2.000E-02
5.370E-08,-2.000E-02
5.390E-08,-2.000E-02
5.410E-08,-2.000E-02
5.430E-08,-4.000E-16
5.450E-08,-4.000E-16
5.470E-08,-4.000E-16
5.490E-08,-2.000E-02
5.510E-08,-2.000E-02
5.530E-08,-2.000E-02
5.550E-08,-4.000E-16
5.570E-08,2.000E-02
5.590E-08,2.000E-02
5.610E-08,-2.000E-02
5.630E-08,-6.000E-02
5.650E-08,-8.000E-02
5.670E-08,-8.000E-02
5.690E-08,-4.000E-02
5.710E-08,-2.000E-02
5.730E-08,-4.000E-16
5.750E-08,-4.000E-16
5.770E-08,-4.000E-16
5.790E-08,-4.000E-16
5.810E-08,-4.000E-16
5.830E-08,-2.000E-02
5.850E-08,-2.000E-02
5.870E-08,-2.000E-02
5.890E-08,-2.000E-02
5.910E-08,-2.000E-02
5.930E-08,-2.000E-02
5.950E-08,-2.000E-02
5.970E-08,-2.000E-02
5.990E-08,-4.000E-16
6.010E-08,-4.000E-16
6.030E-08,-2.000E-02
