[s],CH2[V]
-4.500E-09,-4.000E-16
-4.400E-09,-2.000E-02
-4.300E-09,-2.000E-02
-4.200E-09,-2.000E-02
-4.100E-09,-2.000E-02
-4.000E-09,-2.000E-02
-3.900E-09,-4.000E-16
-3.800E-09,-4.000E-16
-3.700E-09,-4.000E-16
-3.600E-09,-4.000E-16
-3.500E-09,-4.000E-16
-3.400E-09,-4.000E-16
-3.300E-09,-4.000E-16
-3.200E-09,-4.000E-16
-3.100E-09,-4.000E-16
-3.000E-09,-4.000E-16
-2.900E-09,-4.000E-16
-2.800E-09,-4.000E-16
-2.700E-09,-4.000E-16
-2.600E-09,-4.000E-16
-2.500E-09,-4.000E-16
-2.400E-09,-4.000E-16
-2.300E-09,-4.000E-16
-2.200E-09,-4.000E-16
-2.100E-09,-2.000E-02
-2.000E-09,-2.000E-02
-1.900E-09,-4.000E-16
-1.800E-09,-4.000E-16
-1.700E-09,2.000E-02
-1.600E-09,2.000E-02
-1.500E-09,2.000E-02
-1.400E-09,2.000E-02
-1.300E-09,2.000E-02
-1.200E-09,-4.000E-16
-1.100E-09,-4.000E-16
-1.000E-09,-2.000E-02
-9.000E-10,-2.000E-02
-8.000E-10,-2.000E-02
-7.000E-10,-2.000E-02
-6.000E-10,-4.000E-16
-5.000E-10,2.000E-02
-4.000E-10,4.000E-02
-3.000E-10,4.000E-02
-2.000E-10,4.000E-02
-1.000E-10,4.000E-02
-7.181E-21,2.000E-02
1.000E-10,-4.000E-16
2.000E-10,-4.000E-16
3.000E-10,-4.000E-16
4.000E-10,-4.000E-16
5.000E-10,-4.000E-16
6.000E-10,2.000E-02
7.000E-10,2.000E-02
8.000E-10,2.000E-02
9.000E-10,2.000E-02
1.000E-09,2.000E-02
1.100E-09,-4.000E-16
1.200E-09,-4.000E-16
1.300E-09,-4.000E-16
1.400E-09,-4.000E-16
1.500E-09,-4.000E-16
1.600E-09,2.000E-02
1.700E-09,2.000E-02
1.800E-09,2.000E-02
1.900E-09,2.000E-02
2.000E-09,2.000E-02
2.100E-09,2.000E-02
2.200E-09,-4.000E-16
2.300E-09,-4.000E-16
2.400E-09,-2.000E-02
2.500E-09,-2.000E-02
2.600E-09,-2.000E-02
2.700E-09,-2.000E-02
2.800E-09,-2.000E-02
2.900E-09,-2.000E-02
3.000E-09,-4.000E-16
3.100E-09,-4.000E-16
3.200E-09,-4.000E-16
3.300E-09,-4.000E-16
3.400E-09,-4.000E-16
3.500E-09,-4.000E-16
3.600E-09,-4.000E-16
3.700E-09,-4.000E-16
3.800E-09,-4.000E-16
3.900E-09,-4.000E-16
4.000E-09,-4.000E-16
4.100E-09,-4.000E-16
4.200E-09,-4.000E-16
4.300E-09,-4.000E-16
4.400E-09,-4.000E-16
4.500E-09,-4.000E-16
4.600E-09,-4.000E-16
4.700E-09,-4.000E-16
4.800E-09,-4.000E-16
4.900E-09,-2.000E-02
5.000E-09,-2.000E-02
5.100E-09,-2.000E-02
5.200E-09,-2.000E-02
5.300E-09,-2.000E-02
5.400E-09,-4.000E-16
5.500E-09,-4.000E-16
5.600E-09,2.000E-02
5.700E-09,2.000E-02
5.800E-09,2.000E-02
5.900E-09,2.000E-02
6.000E-09,2.000E-02
6.100E-09,-4.000E-16
6.200E-09,-4.000E-16
6.300E-09,-4.000E-16
6.400E-09,-4.000E-16
6.500E-09,-4.000E-16
6.600E-09,-4.000E-16
6.700E-09,-4.000E-16
6.800E-09,-4.000E-16
6.900E-09,-2.000E-02
7.000E-09,-2.000E-02
7.100E-09,-6.000E-02
7.200E-09,-8.000E-02
7.300E-09,-1.200E-01
7.400E-09,-1.400E-01
7.500E-09,-2.000E-01
7.600E-09,-2.400E-01
7.700E-09,-2.800E-01
7.800E-09,-3.200E-01
7.900E-09,-3.800E-01
8.000E-09,-4.200E-01
8.100E-09,-4.800E-01
8.200E-09,-5.200E-01
8.300E-09,-5.600E-01
8.400E-09,-6.200E-01
8.500E-09,-6.600E-01
8.600E-09,-7.000E-01
8.700E-09,-7.400E-01
8.800E-09,-7.800E-01
8.900E-09,-8.000E-01
9.000E-09,-8.400E-01
9.100E-09,-8.600E-01
9.200E-09,-8.600E-01
9.300E-09,-8.600E-01
9.400E-09,-8.600E-01
9.500E-09,-8.600E-01
9.600E-09,-8.400E-01
9.700E-09,-8.400E-01
9.800E-09,-8.400E-01
9.900E-09,-8.400E-01
1.000E-08,-8.400E-01
1.010E-08,-8.200E-01
1.020E-08,-8.200E-01
1.030E-08,-8.000E-01
1.040E-08,-8.000E-01
1.050E-08,-7.800E-01
1.060E-08,-7.600E-01
1.070E-08,-7.600E-01
1.080E-08,-7.600E-01
1.090E-08,-7.600E-01
1.100E-08,-7.600E-01
1.110E-08,-7.800E-01
1.120E-08,-7.800E-01
1.130E-08,-7.800E-01
1.140E-08,-7.800E-01
1.150E-08,-7.800E-01
1.160E-08,-7.600E-01
1.170E-08,-7.600E-01
1.180E-08,-7.600E-01
1.190E-08,-7.600E-01
1.200E-08,-7.600E-01
1.210E-08,-7.600E-01
1.220E-08,-7.600E-01
1.230E-08,-7.600E-01
1.240E-08,-7.800E-01
1.250E-08,-7.800E-01
1.260E-08,-7.800E-01
1.270E-08,-7.800E-01
1.280E-08,-7.800E-01
1.290E-08,-7.800E-01
1.300E-08,-7.600E-01
1.310E-08,-7.600E-01
1.320E-08,-7.600E-01
1.330E-08,-7.600E-01
1.340E-08,-7.600E-01
1.350E-08,-7.600E-01
1.360E-08,-7.600E-01
1.370E-08,-7.600E-01
1.380E-08,-7.600E-01
1.390E-08,-7.600E-01
1.400E-08,-7.600E-01
1.410E-08,-7.600E-01
1.420E-08,-7.600E-01
1.430E-08,-7.600E-01
1.440E-08,-7.600E-01
1.450E-08,-7.600E-01
1.460E-08,-7.600E-01
1.470E-08,-7.600E-01
1.480E-08,-7.600E-01
1.490E-08,-7.800E-01
1.500E-08,-7.800E-01
1.510E-08,-7.800E-01
1.520E-08,-7.800E-01
1.530E-08,-7.800E-01
1.540E-08,-7.800E-01
1.550E-08,-7.800E-01
1.560E-08,-8.000E-01
1.570E-08,-8.000E-01
1.580E-08,-8.200E-01
1.590E-08,-8.200E-01
1.600E-08,-8.400E-01
1.610E-08,-8.400E-01
1.620E-08,-8.400E-01
1.630E-08,-8.400E-01
1.640E-08,-8.200E-01
1.650E-08,-8.200E-01
1.660E-08,-8.000E-01
1.670E-08,-8.000E-01
1.680E-08,-8.000E-01
1.690E-08,-8.000E-01
1.700E-08,-8.000E-01
1.710E-08,-7.800E-01
1.720E-08,-7.800E-01
1.730E-08,-7.800E-01
1.740E-08,-7.600E-01
1.750E-08,-7.600E-01
1.760E-08,-7.400E-01
1.770E-08,-7.400E-01
1.780E-08,-7.400E-01
1.790E-08,-7.400E-01
1.800E-08,-7.600E-01
1.810E-08,-7.600E-01
1.820E-08,-7.600E-01
1.830E-08,-7.600E-01
1.840E-08,-7.400E-01
1.850E-08,-7.200E-01
1.860E-08,-6.800E-01
1.870E-08,-6.600E-01
1.880E-08,-6.400E-01
1.890E-08,-6.200E-01
1.900E-08,-6.200E-01
1.910E-08,-6.000E-01
1.920E-08,-6.000E-01
1.930E-08,-6.000E-01
1.940E-08,-5.800E-01
1.950E-08,-5.600E-01
1.960E-08,-5.200E-01
1.970E-08,-4.800E-01
1.980E-08,-4.400E-01
1.990E-08,-4.000E-01
2.000E-08,-3.600E-01
2.010E-08,-3.200E-01
2.020E-08,-3.000E-01
2.030E-08,-2.800E-01
2.040E-08,-2.800E-01
2.050E-08,-2.800E-01
2.060E-08,-2.800E-01
2.070E-08,-2.600E-01
2.080E-08,-2.400E-01
2.090E-08,-2.200E-01
2.100E-08,-1.800E-01
2.110E-08,-1.600E-01
2.120E-08,-1.200E-01
2.130E-08,-1.000E-01
2.140E-08,-8.000E-02
2.150E-08,-6.000E-02
2.160E-08,-6.000E-02
2.170E-08,-6.000E-02
2.180E-08,-6.000E-02
2.190E-08,-8.000E-02
2.200E-08,-8.000E-02
2.210E-08,-8.000E-02
2.220E-08,-8.000E-02
2.230E-08,-8.000E-02
2.240E-08,-8.000E-02
2.250E-08,-8.000E-02
2.260E-08,-8.000E-02
2.270E-08,-8.000E-02
2.280E-08,-8.000E-02
2.290E-08,-8.000E-02
2.300E-08,-8.000E-02
2.310E-08,-8.000E-02
2.320E-08,-8.000E-02
2.330E-08,-8.000E-02
2.340E-08,-6.000E-02
2.350E-08,-6.000E-02
2.360E-08,-8.000E-02
2.370E-08,-8.000E-02
2.380E-08,-1.000E-01
2.390E-08,-1.000E-01
2.400E-08,-1.200E-01
2.410E-08,-1.400E-01
2.420E-08,-1.400E-01
2.430E-08,-1.400E-01
2.440E-08,-1.400E-01
2.450E-08,-1.400E-01
2.460E-08,-1.400E-01
2.470E-08,-1.400E-01
2.480E-08,-1.400E-01
2.490E-08,-1.400E-01
2.500E-08,-1.600E-01
2.510E-08,-1.600E-01
2.520E-08,-1.600E-01
2.530E-08,-1.600E-01
2.540E-08,-1.600E-01
2.550E-08,-1.400E-01
2.560E-08,-1.400E-01
2.570E-08,-1.400E-01
2.580E-08,-1.400E-01
2.590E-08,-1.400E-01
2.600E-08,-1.400E-01
2.610E-08,-1.400E-01
2.620E-08,-1.400E-01
2.630E-08,-1.400E-01
2.640E-08,-1.200E-01
2.650E-08,-1.200E-01
2.660E-08,-1.000E-01
2.670E-08,-1.000E-01
2.680E-08,-1.000E-01
2.690E-08,-1.000E-01
2.700E-08,-1.200E-01
2.710E-08,-1.400E-01
2.720E-08,-1.400E-01
2.730E-08,-1.400E-01
2.740E-08,-1.400E-01
2.750E-08,-1.400E-01
2.760E-08,-1.200E-01
2.770E-08,-1.200E-01
2.780E-08,-1.200E-01
2.790E-08,-1.200E-01
2.800E-08,-1.200E-01
2.810E-08,-1.200E-01
2.820E-08,-1.200E-01
2.830E-08,-1.200E-01
2.840E-08,-1.200E-01
2.850E-08,-1.200E-01
2.860E-08,-1.200E-01
2.870E-08,-1.200E-01
2.880E-08,-1.200E-01
2.890E-08,-1.200E-01
2.900E-08,-1.200E-01
2.910E-08,-1.200E-01
2.920E-08,-1.200E-01
2.930E-08,-1.200E-01
2.940E-08,-1.400E-01
2.950E-08,-1.400E-01
2.960E-08,-1.400E-01
2.970E-08,-1.400E-01
2.980E-08,-1.400E-01
2.990E-08,-1.400E-01
3.000E-08,-1.400E-01
3.010E-08,-1.200E-01
3.020E-08,-1.200E-01
3.030E-08,-1.200E-01
3.040E-08,-1.000E-01
3.050E-08,-1.000E-01
3.060E-08,-8.000E-02
3.070E-08,-8.000E-02
3.080E-08,-8.000E-02
3.090E-08,-8.000E-02
3.100E-08,-8.000E-02
3.110E-08,-8.000E-02
3.120E-08,-8.000E-02
3.130E-08,-8.000E-02
3.140E-08,-1.000E-01
3.150E-08,-1.000E-01
3.160E-08,-1.000E-01
3.170E-08,-1.000E-01
3.180E-08,-1.000E-01
3.190E-08,-1.000E-01
3.200E-08,-1.000E-01
3.210E-08,-8.000E-02
3.220E-08,-8.000E-02
3.230E-08,-8.000E-02
3.240E-08,-8.000E-02
3.250E-08,-8.000E-02
3.260E-08,-8.000E-02
3.270E-08,-8.000E-02
3.280E-08,-8.000E-02
3.290E-08,-1.000E-01
3.300E-08,-1.000E-01
3.310E-08,-1.000E-01
3.320E-08,-1.000E-01
3.330E-08,-1.000E-01
3.340E-08,-1.000E-01
3.350E-08,-8.000E-02
3.360E-08,-8.000E-02
3.370E-08,-6.000E-02
3.380E-08,-4.000E-02
3.390E-08,-4.000E-02
3.400E-08,-2.000E-02
3.410E-08,-4.000E-16
3.420E-08,-4.000E-16
3.430E-08,-4.000E-16
3.440E-08,-4.000E-16
3.450E-08,-4.000E-16
3.460E-08,-4.000E-16
3.470E-08,-4.000E-16
3.480E-08,-4.000E-16
3.490E-08,-4.000E-16
3.500E-08,-4.000E-16
3.510E-08,2.000E-02
3.520E-08,2.000E-02
3.530E-08,2.000E-02
3.540E-08,4.000E-02
3.550E-08,4.000E-02
3.560E-08,4.000E-02
3.570E-08,4.000E-02
3.580E-08,4.000E-02
3.590E-08,4.000E-02
3.600E-08,4.000E-02
3.610E-08,4.000E-02
3.620E-08,4.000E-02
3.630E-08,4.000E-02
3.640E-08,4.000E-02
3.650E-08,4.000E-02
3.660E-08,4.000E-02
3.670E-08,4.000E-02
3.680E-08,4.000E-02
3.690E-08,2.000E-02
3.700E-08,2.000E-02
3.710E-08,2.000E-02
3.720E-08,2.000E-02
3.730E-08,2.000E-02
3.740E-08,4.000E-02
3.750E-08,4.000E-02
3.760E-08,4.000E-02
3.770E-08,4.000E-02
3.780E-08,4.000E-02
3.790E-08,4.000E-02
3.800E-08,4.000E-02
3.810E-08,4.000E-02
3.820E-08,4.000E-02
3.830E-08,4.000E-02
3.840E-08,6.000E-02
3.850E-08,8.000E-02
3.860E-08,8.000E-02
3.870E-08,8.000E-02
3.880E-08,8.000E-02
3.890E-08,6.000E-02
3.900E-08,6.000E-02
3.910E-08,4.000E-02
3.920E-08,4.000E-02
3.930E-08,4.000E-02
3.940E-08,4.000E-02
3.950E-08,4.000E-02
3.960E-08,4.000E-02
3.970E-08,4.000E-02
3.980E-08,4.000E-02
3.990E-08,4.000E-02
4.000E-08,4.000E-02
4.010E-08,4.000E-02
4.020E-08,4.000E-02
4.030E-08,4.000E-02
4.040E-08,6.000E-02
4.050E-08,6.000E-02
4.060E-08,6.000E-02
4.070E-08,6.000E-02
4.080E-08,6.000E-02
4.090E-08,4.000E-02
