[s],CH1[V],CH2[V]
-2.8215E-03,-5.700E+00,-8.000E-02
-2.7814E-03,-5.900E+00,8.000E-02
-2.7414E-03,-6.100E+00,8.000E-02
-2.7014E-03,-5.900E+00,8.000E-02
-2.6614E-03,-6.100E+00,1.600E-01
-2.6214E-03,-5.900E+00,2.191E-14
-2.5813E-03,-5.900E+00,8.000E-02
-2.5413E-03,-5.900E+00,2.191E-14
-2.5013E-03,-5.900E+00,8.000E-02
-2.4613E-03,-5.900E+00,2.191E-14
-2.4213E-03,-5.900E+00,8.000E-02
-2.3812E-03,-5.700E+00,8.000E-02
-2.3412E-03,-5.900E+00,8.000E-02
-2.3012E-03,-5.900E+00,8.000E-02
-2.2612E-03,-6.100E+00,8.000E-02
-2.2212E-03,-5.700E+00,8.000E-02
-2.1811E-03,-5.700E+00,2.191E-14
-2.1411E-03,-5.700E+00,1.600E-01
-2.1011E-03,-6.100E+00,2.191E-14
-2.0611E-03,-6.100E+00,1.600E-01
-2.0211E-03,-5.900E+00,2.400E-01
-1.9810E-03,-5.900E+00,2.191E-14
-1.9410E-03,-5.900E+00,1.600E-01
-1.9010E-03,-5.900E+00,8.000E-02
-1.8610E-03,-6.100E+00,8.000E-02
-1.8210E-03,-5.900E+00,1.600E-01
-1.7809E-03,-5.900E+00,1.600E-01
-1.7409E-03,-5.900E+00,1.600E-01
-1.7009E-03,-5.900E+00,1.600E-01
-1.6609E-03,-5.900E+00,8.000E-02
-1.6209E-03,-6.100E+00,8.000E-02
-1.5808E-03,-6.100E+00,1.600E-01
-1.5408E-03,-6.100E+00,8.000E-02
-1.5008E-03,-5.700E+00,2.191E-14
-1.4608E-03,-5.700E+00,1.600E-01
-1.4208E-03,-5.700E+00,8.000E-02
-1.3807E-03,-5.900E+00,2.191E-14
-1.3407E-03,-5.900E+00,8.000E-02
-1.3007E-03,-5.900E+00,8.000E-02
-1.2607E-03,-5.900E+00,2.191E-14
-1.2207E-03,-5.900E+00,8.000E-02
-1.1806E-03,-6.100E+00,1.600E-01
-1.1406E-03,-5.900E+00,8.000E-02
-1.1006E-03,-5.900E+00,8.000E-02
-1.0606E-03,-5.900E+00,1.600E-01
-1.0206E-03,-5.700E+00,8.000E-02
-9.8054E-04,-5.900E+00,8.000E-02
-9.4052E-04,-6.100E+00,8.000E-02
-9.0050E-04,-6.100E+00,8.000E-02
-8.6048E-04,-5.900E+00,8.000E-02
-8.2046E-04,-6.100E+00,2.191E-14
-7.8044E-04,-6.100E+00,2.191E-14
-7.4042E-04,-5.900E+00,8.000E-02
-7.0040E-04,-5.900E+00,1.600E-01
-6.6038E-04,-5.700E+00,1.600E-01
-6.2036E-04,-5.900E+00,8.000E-02
-5.8034E-04,-5.900E+00,8.000E-02
-5.4032E-04,-5.900E+00,8.000E-02
-5.0030E-04,-6.100E+00,8.000E-02
-4.6028E-04,-5.900E+00,8.000E-02
-4.2026E-04,-6.100E+00,1.600E-01
-3.8024E-04,-5.900E+00,1.600E-01
-3.4022E-04,-5.900E+00,8.000E-02
-3.0020E-04,-5.900E+00,1.600E-01
-2.6018E-04,-5.900E+00,2.400E-01
-2.2016E-04,-5.700E+00,1.600E-01
-1.8014E-04,-6.100E+00,8.000E-02
-1.4012E-04,-5.900E+00,1.600E-01
-1.0010E-04,-5.700E+00,2.400E-01
-6.0077E-05,-6.100E+00,2.191E-14
-2.0057E-05,-6.100E+00,8.000E-02
1.9963E-05,-5.900E+00,1.600E-01
5.9983E-05,-5.900E+00,8.000E-02
1.0000E-04,-5.900E+00,8.000E-02
1.4002E-04,-5.900E+00,1.600E-01
1.8004E-04,-6.100E+00,1.600E-01
2.2006E-04,-5.900E+00,8.000E-02
2.6008E-04,-5.700E+00,8.000E-02
3.0010E-04,-5.900E+00,1.600E-01
3.4012E-04,-6.100E+00,8.000E-02
3.8014E-04,-5.900E+00,1.600E-01
4.2016E-04,-5.700E+00,8.000E-02
4.6018E-04,-5.900E+00,8.000E-02
5.0020E-04,-5.900E+00,1.600E-01
5.4022E-04,-6.100E+00,2.191E-14
5.8024E-04,-5.900E+00,2.191E-14
6.2026E-04,-5.900E+00,2.191E-14
6.6028E-04,-5.900E+00,3.200E-01
7.0030E-04,-5.900E+00,8.000E-02
7.4032E-04,-5.700E+00,8.000E-02
7.8034E-04,-5.700E+00,2.191E-14
8.2036E-04,-5.900E+00,8.000E-02
8.6038E-04,-5.700E+00,8.000E-02
9.0040E-04,-5.900E+00,1.600E-01
9.4042E-04,-5.900E+00,1.600E-01
9.8044E-04,-5.900E+00,2.191E-14
1.0205E-03,-5.900E+00,2.191E-14
1.0605E-03,-5.900E+00,2.191E-14
1.1005E-03,-6.100E+00,8.000E-02
1.1405E-03,-5.900E+00,8.000E-02
1.1805E-03,-5.900E+00,2.191E-14
1.2206E-03,-5.900E+00,2.191E-14
1.2606E-03,-5.900E+00,1.600E-01
1.3006E-03,-5.700E+00,8.000E-02
1.3406E-03,-5.900E+00,1.600E-01
1.3806E-03,-5.900E+00,1.600E-01
1.4207E-03,-6.100E+00,2.191E-14
1.4607E-03,-5.900E+00,2.191E-14
1.5007E-03,-5.700E+00,1.600E-01
1.5407E-03,-5.900E+00,2.191E-14
1.5807E-03,-5.900E+00,8.000E-02
1.6208E-03,-5.700E+00,8.000E-02
1.6608E-03,-5.900E+00,2.191E-14
1.7008E-03,-5.900E+00,1.600E-01
1.7408E-03,-5.900E+00,2.191E-14
1.7808E-03,-5.900E+00,8.000E-02
1.8209E-03,-5.900E+00,8.000E-02
1.8609E-03,-5.700E+00,8.000E-02
1.9009E-03,-5.900E+00,1.600E-01
1.9409E-03,-5.900E+00,2.400E-01
1.9809E-03,-5.900E+00,2.191E-14
2.0210E-03,-5.900E+00,1.600E-01
2.0610E-03,-6.100E+00,2.191E-14
2.1010E-03,-6.100E+00,8.000E-02
2.1410E-03,-5.900E+00,8.000E-02
2.1810E-03,-5.900E+00,1.600E-01
2.2211E-03,-5.900E+00,2.191E-14
2.2611E-03,-5.900E+00,1.600E-01
2.3011E-03,-5.900E+00,2.191E-14
2.3411E-03,-5.700E+00,8.000E-02
2.3811E-03,-5.900E+00,2.191E-14
2.4212E-03,-5.900E+00,2.191E-14
2.4612E-03,-6.100E+00,2.400E-01
2.5012E-03,-6.100E+00,8.000E-02
2.5412E-03,-6.100E+00,-8.000E-02
2.5812E-03,-6.100E+00,2.400E-01
2.6213E-03,-5.900E+00,8.000E-02
2.6613E-03,-5.700E+00,1.600E-01
2.7013E-03,-5.700E+00,1.600E-01
2.7413E-03,-5.900E+00,2.191E-14
2.7813E-03,-5.900E+00,8.000E-02
2.8214E-03,-5.900E+00,1.600E-01
2.8614E-03,-6.100E+00,8.000E-02
2.9014E-03,-6.100E+00,1.600E-01
2.9414E-03,-6.100E+00,8.000E-02
2.9814E-03,-5.900E+00,8.000E-02
3.0215E-03,-5.900E+00,2.191E-14
3.0615E-03,-5.900E+00,2.191E-14
3.1015E-03,-5.900E+00,1.600E-01
3.1415E-03,-5.900E+00,1.600E-01
3.1815E-03,-5.900E+00,2.191E-14
3.2216E-03,-5.900E+00,-8.000E-02
3.2616E-03,-5.900E+00,8.000E-02
3.3016E-03,-6.100E+00,1.600E-01
3.3416E-03,-5.900E+00,1.600E-01
3.3816E-03,-5.700E+00,2.191E-14
3.4217E-03,-5.900E+00,8.000E-02
3.4617E-03,-5.700E+00,1.600E-01
3.5017E-03,-5.900E+00,8.000E-02
3.5417E-03,-5.900E+00,2.191E-14
3.5817E-03,-5.900E+00,2.191E-14
3.6218E-03,-5.900E+00,1.600E-01
3.6618E-03,-5.900E+00,2.191E-14
3.7018E-03,-6.100E+00,8.000E-02
3.7418E-03,-5.500E+00,8.000E-02
3.7818E-03,-5.700E+00,8.000E-02
3.8219E-03,-5.900E+00,2.191E-14
3.8619E-03,-6.100E+00,1.600E-01
3.9019E-03,-6.100E+00,8.000E-02
3.9419E-03,-5.900E+00,2.191E-14
3.9819E-03,-6.100E+00,8.000E-02
4.0220E-03,-5.900E+00,8.000E-02
4.0620E-03,-6.100E+00,1.600E-01
4.1020E-03,-5.900E+00,8.000E-02
4.1420E-03,-5.900E+00,2.191E-14
4.1820E-03,-5.900E+00,8.000E-02
4.2221E-03,-5.900E+00,1.600E-01
4.2621E-03,-5.900E+00,1.600E-01
4.3021E-03,-5.900E+00,2.191E-14
4.3421E-03,-6.100E+00,8.000E-02
4.3821E-03,-5.900E+00,8.000E-02
4.4222E-03,-5.900E+00,8.000E-02
4.4622E-03,-5.900E+00,-8.000E-02
4.5022E-03,-5.900E+00,2.191E-14
4.5422E-03,-5.700E+00,8.000E-02
4.5822E-03,-5.700E+00,8.000E-02
4.6223E-03,-5.900E+00,2.191E-14
4.6623E-03,-5.700E+00,8.000E-02
4.7023E-03,-5.900E+00,1.600E-01
4.7423E-03,-5.900E+00,1.600E-01
4.7823E-03,-5.900E+00,1.600E-01
4.8224E-03,-6.100E+00,8.000E-02
4.8624E-03,-6.100E+00,2.191E-14
4.9024E-03,-5.700E+00,2.191E-14
4.9424E-03,-5.900E+00,1.600E-01
4.9824E-03,-5.900E+00,1.600E-01
5.0225E-03,-5.700E+00,1.600E-01
5.0625E-03,-5.900E+00,8.000E-02
5.1025E-03,-5.900E+00,2.191E-14
5.1425E-03,-5.900E+00,2.191E-14
5.1825E-03,-6.100E+00,1.600E-01
5.2226E-03,-5.900E+00,8.000E-02
5.2626E-03,-5.900E+00,8.000E-02
5.3026E-03,-5.700E+00,1.600E-01
5.3426E-03,-5.900E+00,1.600E-01
5.3826E-03,-5.900E+00,1.600E-01
5.4227E-03,-6.100E+00,8.000E-02
5.4627E-03,-5.900E+00,8.000E-02
5.5027E-03,-5.900E+00,2.400E-01
5.5427E-03,-5.900E+00,2.191E-14
5.5827E-03,-6.100E+00,1.600E-01
5.6228E-03,-5.900E+00,1.600E-01
5.6628E-03,-5.900E+00,1.600E-01
5.7028E-03,-5.700E+00,8.000E-02
5.7428E-03,-5.900E+00,2.191E-14
5.7828E-03,-5.900E+00,8.000E-02
5.8229E-03,-6.100E+00,1.600E-01
5.8629E-03,-5.900E+00,8.000E-02
5.9029E-03,-6.100E+00,8.000E-02
5.9429E-03,-5.900E+00,8.000E-02
5.9829E-03,-5.900E+00,8.000E-02
6.0230E-03,-5.900E+00,1.600E-01
6.0630E-03,-5.900E+00,8.000E-02
6.1030E-03,-5.900E+00,2.191E-14
6.1430E-03,-5.900E+00,8.000E-02
6.1830E-03,-5.900E+00,8.000E-02
6.2231E-03,-5.900E+00,8.000E-02
6.2631E-03,-5.900E+00,2.191E-14
6.3031E-03,-5.900E+00,2.191E-14
6.3431E-03,-5.900E+00,8.000E-02
6.3831E-03,-5.700E+00,2.191E-14
6.4232E-03,-5.900E+00,8.000E-02
6.4632E-03,-5.900E+00,2.191E-14
6.5032E-03,-5.700E+00,2.191E-14
6.5432E-03,-5.900E+00,2.191E-14
6.5832E-03,-6.100E+00,8.000E-02
6.6233E-03,-6.100E+00,8.000E-02
6.6633E-03,-6.100E+00,8.000E-02
6.7033E-03,-5.900E+00,8.000E-02
6.7433E-03,-5.700E+00,2.400E-01
6.7833E-03,-5.700E+00,8.000E-02
6.8234E-03,-5.900E+00,8.000E-02
6.8634E-03,-5.900E+00,2.400E-01
6.9034E-03,-6.100E+00,8.000E-02
6.9434E-03,-6.100E+00,8.000E-02
6.9834E-03,-6.100E+00,2.191E-14
7.0235E-03,-6.100E+00,2.191E-14
7.0635E-03,-5.900E+00,8.000E-02
7.1035E-03,-5.900E+00,8.000E-02
7.1435E-03,-5.900E+00,1.600E-01
7.1835E-03,-5.700E+00,8.000E-02
7.2236E-03,-6.100E+00,2.191E-14
7.2636E-03,-5.900E+00,8.000E-02
7.3036E-03,-6.100E+00,8.000E-02
7.3436E-03,-5.900E+00,2.191E-14
7.3836E-03,-6.100E+00,-8.000E-02
7.4237E-03,-5.900E+00,1.600E-01
7.4637E-03,-5.700E+00,1.600E-01
7.5037E-03,-5.900E+00,8.000E-02
7.5437E-03,-5.900E+00,1.600E-01
7.5837E-03,-5.700E+00,8.000E-02
7.6238E-03,-5.900E+00,8.000E-02
7.6638E-03,-5.900E+00,2.191E-14
7.7038E-03,-5.900E+00,1.600E-01
7.7438E-03,-6.100E+00,1.600E-01
7.7838E-03,-5.900E+00,8.000E-02
7.8239E-03,-6.100E+00,-8.000E-02
7.8639E-03,-5.900E+00,2.191E-14
7.9039E-03,-5.900E+00,2.191E-14
7.9439E-03,-5.900E+00,2.191E-14
7.9839E-03,-5.900E+00,8.000E-02
8.0240E-03,-6.100E+00,1.600E-01
8.0640E-03,-5.900E+00,1.600E-01
8.1040E-03,-5.900E+00,8.000E-02
8.1440E-03,-6.100E+00,2.191E-14
8.1840E-03,-5.900E+00,2.191E-14
8.2241E-03,-5.900E+00,2.191E-14
8.2641E-03,-5.700E+00,-8.000E-02
8.3041E-03,-5.900E+00,-8.000E-02
8.3441E-03,-5.900E+00,8.000E-02
8.3841E-03,-5.900E+00,1.600E-01
8.4242E-03,-5.900E+00,8.000E-02
8.4642E-03,-5.900E+00,2.191E-14
8.5042E-03,-6.100E+00,2.191E-14
8.5442E-03,-5.900E+00,1.600E-01
8.5842E-03,-5.900E+00,8.000E-02
8.6243E-03,-5.900E+00,8.000E-02
8.6643E-03,-5.900E+00,8.000E-02
8.7043E-03,-5.900E+00,1.600E-01
8.7443E-03,-5.700E+00,1.600E-01
8.7843E-03,-5.900E+00,8.000E-02
8.8244E-03,-5.900E+00,1.600E-01
8.8644E-03,-5.900E+00,8.000E-02
8.9044E-03,-5.900E+00,2.191E-14
8.9444E-03,-5.900E+00,8.000E-02
8.9844E-03,-5.700E+00,2.191E-14
9.0245E-03,-5.900E+00,8.000E-02
9.0645E-03,-5.900E+00,1.600E-01
9.1045E-03,-5.900E+00,2.400E-01
9.1445E-03,-6.100E+00,2.191E-14
9.1845E-03,-5.900E+00,2.191E-14
9.2246E-03,-5.900E+00,1.600E-01
9.2646E-03,-5.900E+00,1.600E-01
9.3046E-03,-5.900E+00,8.000E-02
9.3446E-03,-5.900E+00,-8.000E-02
9.3846E-03,-5.900E+00,1.600E-01
9.4247E-03,-5.700E+00,8.000E-02
9.4647E-03,-6.100E+00,1.600E-01
9.5047E-03,-6.100E+00,8.000E-02
9.5447E-03,-6.100E+00,8.000E-02
9.5847E-03,-6.100E+00,2.191E-14
9.6248E-03,-6.100E+00,1.600E-01
9.6648E-03,-6.100E+00,1.600E-01
9.7048E-03,-5.900E+00,1.600E-01
9.7448E-03,-5.900E+00,2.191E-14
9.7848E-03,-5.900E+00,1.600E-01
9.8249E-03,-5.900E+00,8.000E-02
9.8649E-03,-5.700E+00,8.000E-02
9.9049E-03,-5.900E+00,-1.600E-01
9.9449E-03,-5.900E+00,8.000E-02
9.9849E-03,-5.900E+00,8.000E-02
1.0025E-02,-5.900E+00,2.191E-14
1.0065E-02,-5.700E+00,2.191E-14
1.0105E-02,-5.700E+00,2.191E-14
1.0145E-02,-5.700E+00,1.600E-01
1.0185E-02,-5.900E+00,1.600E-01
1.0225E-02,-5.900E+00,8.000E-02
1.0265E-02,-5.900E+00,8.000E-02
1.0305E-02,-5.900E+00,8.000E-02
1.0345E-02,-5.700E+00,2.191E-14
1.0385E-02,-6.100E+00,1.600E-01
1.0425E-02,-5.900E+00,8.000E-02
1.0465E-02,-5.700E+00,1.600E-01
1.0505E-02,-6.100E+00,8.000E-02
1.0545E-02,-5.900E+00,2.191E-14
1.0585E-02,-5.900E+00,8.000E-02
1.0625E-02,-5.900E+00,8.000E-02
1.0665E-02,-5.900E+00,2.400E-01
1.0705E-02,-5.900E+00,8.000E-02
1.0745E-02,-6.100E+00,8.000E-02
1.0785E-02,-5.900E+00,2.191E-14
1.0825E-02,-5.700E+00,1.600E-01
1.0865E-02,-5.700E+00,8.000E-02
1.0905E-02,-5.900E+00,8.000E-02
1.0945E-02,-5.900E+00,8.000E-02
1.0985E-02,-5.900E+00,2.191E-14
1.1025E-02,-6.100E+00,1.600E-01
1.1065E-02,-5.900E+00,8.000E-02
1.1106E-02,-6.100E+00,8.000E-02
1.1146E-02,-5.900E+00,1.600E-01
1.1186E-02,-5.900E+00,2.191E-14
1.1226E-02,-5.900E+00,2.191E-14
1.1266E-02,-5.700E+00,8.000E-02
1.1306E-02,-5.900E+00,1.600E-01
1.1346E-02,-5.900E+00,2.191E-14
1.1386E-02,-5.900E+00,8.000E-02
1.1426E-02,-5.900E+00,8.000E-02
1.1466E-02,-5.700E+00,8.000E-02
1.1506E-02,-6.100E+00,-8.000E-02
1.1546E-02,-5.900E+00,8.000E-02
1.1586E-02,-5.900E+00,8.000E-02
1.1626E-02,-5.900E+00,2.191E-14
1.1666E-02,-5.900E+00,8.000E-02
1.1706E-02,-5.900E+00,8.000E-02
1.1746E-02,-6.100E+00,1.600E-01
1.1786E-02,-5.900E+00,2.191E-14
1.1826E-02,-5.900E+00,8.000E-02
1.1866E-02,-6.100E+00,2.191E-14
1.1906E-02,-6.100E+00,8.000E-02
1.1946E-02,-5.900E+00,2.400E-01
1.1986E-02,-5.900E+00,1.600E-01
1.2026E-02,-5.900E+00,2.191E-14
1.2066E-02,-5.900E+00,1.600E-01
1.2106E-02,-5.900E+00,8.000E-02
1.2146E-02,-5.900E+00,2.191E-14
1.2186E-02,-5.900E+00,2.191E-14
1.2226E-02,-5.900E+00,8.000E-02
1.2266E-02,-5.900E+00,8.000E-02
1.2306E-02,-5.900E+00,8.000E-02
1.2346E-02,-5.900E+00,1.600E-01
1.2386E-02,-6.100E+00,8.000E-02
1.2426E-02,-5.900E+00,1.600E-01
1.2466E-02,-5.900E+00,2.191E-14
1.2506E-02,-6.100E+00,8.000E-02
1.2546E-02,-5.900E+00,2.191E-14
1.2586E-02,-5.900E+00,2.191E-14
1.2626E-02,-6.100E+00,2.191E-14
1.2666E-02,-5.900E+00,8.000E-02
1.2706E-02,-5.900E+00,2.191E-14
1.2746E-02,-5.700E+00,2.191E-14
1.2786E-02,-5.900E+00,1.600E-01
1.2826E-02,-5.700E+00,8.000E-02
1.2866E-02,-5.700E+00,2.191E-14
1.2906E-02,-5.900E+00,8.000E-02
1.2946E-02,-5.900E+00,8.000E-02
1.2986E-02,-5.900E+00,2.191E-14
1.3026E-02,-5.900E+00,2.191E-14
1.3066E-02,-5.900E+00,1.600E-01
1.3107E-02,-5.900E+00,2.191E-14
1.3147E-02,-5.900E+00,2.191E-14
1.3187E-02,-6.100E+00,8.000E-02
1.3227E-02,-5.700E+00,1.600E-01
1.3267E-02,-6.100E+00,1.600E-01
1.3307E-02,-5.900E+00,8.000E-02
1.3347E-02,-5.900E+00,2.191E-14
1.3387E-02,-5.900E+00,1.600E-01
1.3427E-02,-6.100E+00,2.191E-14
1.3467E-02,-5.900E+00,1.600E-01
1.3507E-02,-5.900E+00,8.000E-02
1.3547E-02,-5.700E+00,8.000E-02
1.3587E-02,-5.900E+00,8.000E-02
1.3627E-02,-5.900E+00,2.400E-01
1.3667E-02,-5.900E+00,2.191E-14
1.3707E-02,-5.900E+00,8.000E-02
1.3747E-02,-6.100E+00,8.000E-02
1.3787E-02,-5.900E+00,8.000E-02
1.3827E-02,-5.700E+00,8.000E-02
1.3867E-02,-5.900E+00,8.000E-02
1.3907E-02,-5.900E+00,2.191E-14
1.3947E-02,-6.100E+00,1.600E-01
1.3987E-02,-5.900E+00,8.000E-02
1.4027E-02,-5.900E+00,2.191E-14
1.4067E-02,-5.700E+00,2.191E-14
1.4107E-02,-5.900E+00,2.191E-14
1.4147E-02,-6.100E+00,8.000E-02
1.4187E-02,-5.900E+00,1.600E-01
1.4227E-02,-5.700E+00,1.600E-01
1.4267E-02,-5.900E+00,8.000E-02
1.4307E-02,-5.900E+00,8.000E-02
1.4347E-02,-5.900E+00,8.000E-02
1.4387E-02,-5.900E+00,1.600E-01
1.4427E-02,-5.900E+00,8.000E-02
1.4467E-02,-5.900E+00,2.191E-14
1.4507E-02,-6.100E+00,2.191E-14
1.4547E-02,-5.900E+00,1.600E-01
1.4587E-02,-5.700E+00,8.000E-02
1.4627E-02,-5.900E+00,8.000E-02
1.4667E-02,-5.900E+00,1.600E-01
1.4707E-02,-5.900E+00,-8.000E-02
1.4747E-02,-5.900E+00,8.000E-02
1.4787E-02,-6.100E+00,1.600E-01
1.4827E-02,-5.900E+00,2.191E-14
1.4867E-02,-5.900E+00,8.000E-02
1.4907E-02,-5.900E+00,8.000E-02
1.4947E-02,-5.900E+00,1.600E-01
1.4987E-02,-5.700E+00,1.600E-01
1.5027E-02,-5.700E+00,8.000E-02
1.5067E-02,-5.900E+00,2.191E-14
1.5108E-02,-5.900E+00,8.000E-02
1.5148E-02,-5.900E+00,1.600E-01
1.5188E-02,-5.900E+00,1.600E-01
1.5228E-02,-5.900E+00,8.000E-02
1.5268E-02,-5.900E+00,8.000E-02
1.5308E-02,-5.500E+00,2.191E-14
1.5348E-02,-5.900E+00,1.600E-01
1.5388E-02,-5.900E+00,8.000E-02
1.5428E-02,-5.900E+00,2.191E-14
1.5468E-02,-5.900E+00,1.600E-01
1.5508E-02,-5.900E+00,8.000E-02
1.5548E-02,-5.900E+00,8.000E-02
1.5588E-02,-5.900E+00,8.000E-02
1.5628E-02,-6.100E+00,2.400E-01
1.5668E-02,-5.900E+00,2.191E-14
1.5708E-02,-5.900E+00,2.191E-14
1.5748E-02,-5.900E+00,8.000E-02
1.5788E-02,-5.900E+00,8.000E-02
1.5828E-02,-5.700E+00,1.600E-01
1.5868E-02,-5.900E+00,2.191E-14
1.5908E-02,-6.100E+00,8.000E-02
1.5948E-02,-5.900E+00,8.000E-02
1.5988E-02,-5.900E+00,2.191E-14
1.6028E-02,-5.900E+00,1.600E-01
1.6068E-02,-5.700E+00,1.600E-01
1.6108E-02,-5.900E+00,8.000E-02
1.6148E-02,-5.700E+00,8.000E-02
1.6188E-02,-5.900E+00,8.000E-02
1.6228E-02,-6.100E+00,8.000E-02
1.6268E-02,-5.900E+00,8.000E-02
1.6308E-02,-6.100E+00,8.000E-02
1.6348E-02,-5.900E+00,8.000E-02
1.6388E-02,-5.900E+00,8.000E-02
1.6428E-02,-5.700E+00,2.191E-14
1.6468E-02,-5.900E+00,2.191E-14
1.6508E-02,-5.900E+00,1.600E-01
1.6548E-02,-5.700E+00,8.000E-02
1.6588E-02,-5.900E+00,8.000E-02
1.6628E-02,-5.900E+00,1.600E-01
1.6668E-02,-5.900E+00,2.191E-14
1.6708E-02,-5.900E+00,-8.000E-02
1.6748E-02,-6.100E+00,1.600E-01
1.6788E-02,-6.100E+00,8.000E-02
1.6828E-02,-5.900E+00,1.600E-01
1.6868E-02,-5.900E+00,1.600E-01
1.6908E-02,-5.900E+00,8.000E-02
1.6948E-02,-5.700E+00,8.000E-02
1.6988E-02,-5.900E+00,1.600E-01
1.7028E-02,-5.900E+00,8.000E-02
1.7068E-02,-5.900E+00,8.000E-02
1.7109E-02,-5.900E+00,8.000E-02
1.7149E-02,-6.100E+00,2.191E-14
1.7189E-02,-5.900E+00,8.000E-02
1.7229E-02,-5.900E+00,8.000E-02
1.7269E-02,-5.900E+00,8.000E-02
1.7309E-02,-5.900E+00,2.191E-14
1.7349E-02,-5.700E+00,8.000E-02
1.7389E-02,-5.900E+00,8.000E-02
1.7429E-02,-5.900E+00,8.000E-02
1.7469E-02,-5.900E+00,1.600E-01
1.7509E-02,-5.700E+00,2.191E-14
1.7549E-02,-5.700E+00,8.000E-02
1.7589E-02,-5.900E+00,8.000E-02
1.7629E-02,-5.900E+00,-8.000E-02
1.7669E-02,-5.900E+00,1.600E-01
1.7709E-02,-5.700E+00,1.600E-01
1.7749E-02,-6.100E+00,-8.000E-02
1.7789E-02,-6.100E+00,1.600E-01
1.7829E-02,-6.100E+00,1.600E-01
1.7869E-02,-5.900E+00,8.000E-02
1.7909E-02,-5.900E+00,2.191E-14
1.7949E-02,-5.700E+00,1.600E-01
1.7989E-02,-5.900E+00,8.000E-02
1.8029E-02,-5.700E+00,8.000E-02
1.8069E-02,-5.900E+00,2.191E-14
1.8109E-02,-5.900E+00,2.191E-14
1.8149E-02,-5.900E+00,8.000E-02
1.8189E-02,-6.100E+00,8.000E-02
1.8229E-02,-5.900E+00,8.000E-02
1.8269E-02,-5.900E+00,1.600E-01
1.8309E-02,-5.700E+00,2.191E-14
1.8349E-02,-5.700E+00,2.400E-01
1.8389E-02,-5.700E+00,8.000E-02
1.8429E-02,-5.900E+00,2.191E-14
1.8469E-02,-6.100E+00,8.000E-02
1.8509E-02,-5.900E+00,1.600E-01
1.8549E-02,-5.900E+00,8.000E-02
1.8589E-02,-6.100E+00,1.600E-01
1.8629E-02,-5.900E+00,8.000E-02
1.8669E-02,-5.900E+00,1.600E-01
1.8709E-02,-5.700E+00,2.191E-14
1.8749E-02,-5.900E+00,8.000E-02
1.8789E-02,-5.900E+00,8.000E-02
1.8829E-02,-5.900E+00,8.000E-02
1.8869E-02,-5.700E+00,8.000E-02
1.8909E-02,-6.100E+00,1.600E-01
1.8949E-02,-5.900E+00,8.000E-02
1.8989E-02,-6.100E+00,8.000E-02
1.9029E-02,-5.900E+00,8.000E-02
1.9069E-02,-5.900E+00,8.000E-02
1.9110E-02,-5.900E+00,-8.000E-02
1.9150E-02,-5.900E+00,8.000E-02
1.9190E-02,-5.900E+00,2.191E-14
1.9230E-02,-5.700E+00,8.000E-02
1.9270E-02,-5.900E+00,8.000E-02
1.9310E-02,-5.900E+00,8.000E-02
1.9350E-02,-5.900E+00,2.191E-14
1.9390E-02,-5.900E+00,2.191E-14
1.9430E-02,-5.900E+00,1.600E-01
1.9470E-02,-5.900E+00,8.000E-02
1.9510E-02,-5.900E+00,1.600E-01
1.9550E-02,-6.100E+00,1.600E-01
1.9590E-02,-5.900E+00,1.600E-01
1.9630E-02,-6.100E+00,2.191E-14
1.9670E-02,-5.900E+00,1.600E-01
1.9710E-02,-6.100E+00,2.400E-01
1.9750E-02,-5.900E+00,8.000E-02
1.9790E-02,-5.900E+00,8.000E-02
1.9830E-02,-5.900E+00,2.191E-14
1.9870E-02,-5.700E+00,1.600E-01
1.9910E-02,-5.900E+00,2.191E-14
1.9950E-02,-5.900E+00,8.000E-02
1.9990E-02,-6.100E+00,8.000E-02
2.0030E-02,-5.900E+00,8.000E-02
2.0070E-02,-6.100E+00,2.191E-14
2.0110E-02,-6.100E+00,1.600E-01
2.0150E-02,-5.700E+00,8.000E-02
2.0190E-02,-5.900E+00,8.000E-02
2.0230E-02,-5.900E+00,1.600E-01
2.0270E-02,-5.700E+00,1.600E-01
2.0310E-02,-5.900E+00,8.000E-02
2.0350E-02,-6.100E+00,2.191E-14
2.0390E-02,-6.100E+00,8.000E-02
2.0430E-02,-5.900E+00,2.191E-14
2.0470E-02,-6.100E+00,8.000E-02
2.0510E-02,-6.100E+00,2.191E-14
2.0550E-02,-5.900E+00,8.000E-02
2.0590E-02,-5.900E+00,2.191E-14
2.0630E-02,-5.700E+00,8.000E-02
2.0670E-02,-5.900E+00,8.000E-02
2.0710E-02,-6.100E+00,8.000E-02
2.0750E-02,-5.900E+00,8.000E-02
2.0790E-02,-6.100E+00,2.400E-01
2.0830E-02,-5.900E+00,2.191E-14
2.0870E-02,-5.900E+00,1.600E-01
2.0910E-02,-5.900E+00,1.600E-01
2.0950E-02,-5.900E+00,1.600E-01
2.0990E-02,-5.700E+00,1.600E-01
2.1030E-02,-5.700E+00,8.000E-02
2.1070E-02,-5.900E+00,1.600E-01
2.1111E-02,-5.900E+00,2.191E-14
2.1151E-02,-6.100E+00,2.191E-14
2.1191E-02,-5.900E+00,8.000E-02
2.1231E-02,-5.900E+00,8.000E-02
2.1271E-02,-5.900E+00,8.000E-02
2.1311E-02,-5.700E+00,2.191E-14
