[s],CH1[V],CH2[V]
-5.9410E-02,-5.900E+00,2.191E-14
-5.9370E-02,-6.100E+00,2.191E-14
-5.9330E-02,-6.100E+00,8.000E-02
-5.9290E-02,-5.900E+00,2.191E-14
-5.9250E-02,-5.700E+00,8.000E-02
-5.9210E-02,-5.700E+00,8.000E-02
-5.9170E-02,-6.100E+00,8.000E-02
-5.9130E-02,-5.900E+00,8.000E-02
-5.9090E-02,-5.900E+00,8.000E-02
-5.9050E-02,-5.700E+00,8.000E-02
-5.9010E-02,-5.900E+00,8.000E-02
-5.8970E-02,-6.100E+00,8.000E-02
-5.8929E-02,-6.100E+00,8.000E-02
-5.8889E-02,-5.900E+00,8.000E-02
-5.8849E-02,-5.900E+00,1.600E-01
-5.8809E-02,-5.900E+00,1.600E-01
-5.8769E-02,-5.900E+00,2.191E-14
-5.8729E-02,-5.900E+00,1.600E-01
-5.8689E-02,-5.900E+00,8.000E-02
-5.8649E-02,-5.700E+00,1.600E-01
-5.8609E-02,-6.100E+00,1.600E-01
-5.8569E-02,-6.100E+00,2.400E-01
-5.8529E-02,-6.100E+00,2.191E-14
-5.8489E-02,-5.900E+00,1.600E-01
-5.8449E-02,-5.900E+00,2.191E-14
-5.8409E-02,-5.900E+00,8.000E-02
-5.8369E-02,-5.900E+00,1.600E-01
-5.8329E-02,-5.700E+00,1.600E-01
-5.8289E-02,-5.900E+00,2.191E-14
-5.8249E-02,-6.100E+00,8.000E-02
-5.8209E-02,-6.100E+00,8.000E-02
-5.8169E-02,-5.900E+00,2.191E-14
-5.8129E-02,-5.900E+00,8.000E-02
-5.8089E-02,-5.900E+00,8.000E-02
-5.8049E-02,-5.900E+00,8.000E-02
-5.8009E-02,-6.100E+00,8.000E-02
-5.7969E-02,-6.100E+00,1.600E-01
-5.7929E-02,-5.900E+00,8.000E-02
-5.7889E-02,-6.100E+00,1.600E-01
-5.7849E-02,-5.900E+00,2.400E-01
-5.7809E-02,-5.900E+00,8.000E-02
-5.7769E-02,-5.900E+00,2.191E-14
-5.7729E-02,-5.900E+00,8.000E-02
-5.7689E-02,-5.900E+00,1.600E-01
-5.7649E-02,-6.100E+00,-8.000E-02
-5.7609E-02,-5.900E+00,8.000E-02
-5.7569E-02,-5.900E+00,8.000E-02
-5.7529E-02,-5.700E+00,2.191E-14
-5.7489E-02,-6.100E+00,2.191E-14
-5.7449E-02,-5.900E+00,8.000E-02
-5.7409E-02,-5.900E+00,1.600E-01
-5.7369E-02,-5.900E+00,8.000E-02
-5.7329E-02,-5.900E+00,8.000E-02
-5.7289E-02,-5.900E+00,1.600E-01
-5.7249E-02,-5.900E+00,8.000E-02
-5.7209E-02,-5.700E+00,2.191E-14
-5.7169E-02,-5.900E+00,2.191E-14
-5.7129E-02,-5.900E+00,8.000E-02
-5.7089E-02,-5.900E+00,1.600E-01
-5.7049E-02,-5.900E+00,8.000E-02
-5.7009E-02,-5.900E+00,1.600E-01
-5.6969E-02,-5.900E+00,8.000E-02
-5.6928E-02,-5.900E+00,1.600E-01
-5.6888E-02,-5.900E+00,1.600E-01
-5.6848E-02,-5.900E+00,8.000E-02
-5.6808E-02,-5.900E+00,2.400E-01
-5.6768E-02,-5.900E+00,8.000E-02
-5.6728E-02,-6.100E+00,8.000E-02
-5.6688E-02,-5.900E+00,8.000E-02
-5.6648E-02,-6.100E+00,-8.000E-02
-5.6608E-02,-5.900E+00,2.400E-01
-5.6568E-02,-5.900E+00,1.600E-01
-5.6528E-02,-5.900E+00,8.000E-02
-5.6488E-02,-5.900E+00,8.000E-02
-5.6448E-02,-5.900E+00,8.000E-02
-5.6408E-02,-5.900E+00,2.191E-14
-5.6368E-02,-5.900E+00,2.191E-14
-5.6328E-02,-6.100E+00,2.191E-14
-5.6288E-02,-5.900E+00,8.000E-02
-5.6248E-02,-5.700E+00,2.191E-14
-5.6208E-02,-5.900E+00,-8.000E-02
-5.6168E-02,-6.100E+00,2.191E-14
-5.6128E-02,-5.900E+00,2.191E-14
-5.6088E-02,-6.100E+00,8.000E-02
-5.6048E-02,-6.100E+00,2.191E-14
-5.6008E-02,-5.900E+00,1.600E-01
-5.5968E-02,-5.900E+00,8.000E-02
-5.5928E-02,-5.900E+00,2.191E-14
-5.5888E-02,-5.700E+00,2.191E-14
-5.5848E-02,-5.700E+00,2.191E-14
-5.5808E-02,-5.700E+00,8.000E-02
-5.5768E-02,-5.900E+00,2.191E-14
-5.5728E-02,-5.900E+00,8.000E-02
-5.5688E-02,-5.900E+00,2.191E-14
-5.5648E-02,-6.100E+00,1.600E-01
-5.5608E-02,-5.900E+00,1.600E-01
-5.5568E-02,-6.100E+00,8.000E-02
-5.5528E-02,-5.700E+00,1.600E-01
-5.5488E-02,-5.900E+00,2.400E-01
-5.5448E-02,-5.900E+00,8.000E-02
-5.5408E-02,-5.900E+00,8.000E-02
-5.5368E-02,-5.900E+00,1.600E-01
-5.5328E-02,-6.100E+00,-8.000E-02
-5.5288E-02,-5.900E+00,8.000E-02
-5.5248E-02,-6.100E+00,1.600E-01
-5.5208E-02,-5.900E+00,2.191E-14
-5.5168E-02,-5.900E+00,8.000E-02
-5.5128E-02,-5.900E+00,8.000E-02
-5.5088E-02,-5.900E+00,1.600E-01
-5.5048E-02,-5.900E+00,8.000E-02
-5.5008E-02,-5.900E+00,1.600E-01
-5.4968E-02,-5.900E+00,1.600E-01
-5.4927E-02,-5.900E+00,2.191E-14
-5.4887E-02,-5.900E+00,8.000E-02
-5.4847E-02,-5.900E+00,8.000E-02
-5.4807E-02,-5.900E+00,8.000E-02
-5.4767E-02,-5.900E+00,8.000E-02
-5.4727E-02,-5.900E+00,1.600E-01
-5.4687E-02,-5.900E+00,8.000E-02
-5.4647E-02,-5.900E+00,8.000E-02
-5.4607E-02,-5.900E+00,2.191E-14
-5.4567E-02,-5.900E+00,8.000E-02
-5.4527E-02,-6.100E+00,2.191E-14
-5.4487E-02,-5.900E+00,8.000E-02
-5.4447E-02,-5.900E+00,2.191E-14
-5.4407E-02,-5.700E+00,8.000E-02
-5.4367E-02,-5.900E+00,8.000E-02
-5.4327E-02,-5.900E+00,8.000E-02
-5.4287E-02,-5.900E+00,2.191E-14
-5.4247E-02,-5.900E+00,8.000E-02
-5.4207E-02,-5.900E+00,1.600E-01
-5.4167E-02,-5.700E+00,8.000E-02
-5.4127E-02,-6.100E+00,8.000E-02
-5.4087E-02,-6.100E+00,8.000E-02
-5.4047E-02,-5.900E+00,8.000E-02
-5.4007E-02,-5.700E+00,8.000E-02
-5.3967E-02,-5.700E+00,1.600E-01
-5.3927E-02,-5.900E+00,8.000E-02
-5.3887E-02,-5.900E+00,8.000E-02
-5.3847E-02,-5.700E+00,8.000E-02
-5.3807E-02,-5.900E+00,8.000E-02
-5.3767E-02,-6.100E+00,8.000E-02
-5.3727E-02,-5.900E+00,1.600E-01
-5.3687E-02,-6.100E+00,8.000E-02
-5.3647E-02,-5.900E+00,2.191E-14
-5.3607E-02,-6.100E+00,2.191E-14
-5.3567E-02,-5.900E+00,2.191E-14
-5.3527E-02,-5.700E+00,2.191E-14
-5.3487E-02,-5.900E+00,2.191E-14
-5.3447E-02,-5.900E+00,2.191E-14
-5.3407E-02,-6.100E+00,8.000E-02
-5.3367E-02,-5.900E+00,8.000E-02
-5.3327E-02,-5.900E+00,8.000E-02
-5.3287E-02,-5.700E+00,2.191E-14
-5.3247E-02,-5.900E+00,8.000E-02
-5.3207E-02,-5.900E+00,1.600E-01
-5.3167E-02,-5.900E+00,1.600E-01
-5.3127E-02,-6.100E+00,2.191E-14
-5.3087E-02,-5.900E+00,8.000E-02
-5.3047E-02,-6.100E+00,8.000E-02
-5.3007E-02,-5.900E+00,2.191E-14
-5.2967E-02,-6.100E+00,1.600E-01
-5.2926E-02,-5.900E+00,8.000E-02
-5.2886E-02,-5.900E+00,2.191E-14
-5.2846E-02,-5.700E+00,8.000E-02
-5.2806E-02,-5.900E+00,8.000E-02
-5.2766E-02,-5.900E+00,8.000E-02
-5.2726E-02,-5.900E+00,2.191E-14
-5.2686E-02,-5.700E+00,2.191E-14
-5.2646E-02,-5.900E+00,8.000E-02
-5.2606E-02,-6.100E+00,8.000E-02
-5.2566E-02,-5.900E+00,2.400E-01
-5.2526E-02,-6.100E+00,8.000E-02
-5.2486E-02,-5.900E+00,2.191E-14
-5.2446E-02,-5.900E+00,1.600E-01
-5.2406E-02,-5.900E+00,8.000E-02
-5.2366E-02,-5.900E+00,8.000E-02
-5.2326E-02,-5.900E+00,8.000E-02
-5.2286E-02,-5.900E+00,8.000E-02
-5.2246E-02,-5.900E+00,1.600E-01
-5.2206E-02,-6.100E+00,2.191E-14
-5.2166E-02,-5.700E+00,1.600E-01
-5.2126E-02,-5.700E+00,1.600E-01
-5.2086E-02,-5.700E+00,1.600E-01
-5.2046E-02,-5.900E+00,1.600E-01
-5.2006E-02,-5.900E+00,1.600E-01
-5.1966E-02,-5.900E+00,1.600E-01
-5.1926E-02,-5.900E+00,8.000E-02
-5.1886E-02,-6.100E+00,8.000E-02
-5.1846E-02,-5.900E+00,1.600E-01
-5.1806E-02,-5.900E+00,2.191E-14
-5.1766E-02,-5.700E+00,8.000E-02
-5.1726E-02,-5.900E+00,2.191E-14
-5.1686E-02,-5.900E+00,8.000E-02
-5.1646E-02,-6.100E+00,8.000E-02
-5.1606E-02,-5.900E+00,8.000E-02
-5.1566E-02,-5.900E+00,2.191E-14
-5.1526E-02,-6.100E+00,1.600E-01
-5.1486E-02,-6.100E+00,2.191E-14
-5.1446E-02,-5.900E+00,8.000E-02
-5.1406E-02,-6.100E+00,1.600E-01
-5.1366E-02,-5.900E+00,8.000E-02
-5.1326E-02,-5.900E+00,8.000E-02
-5.1286E-02,-5.900E+00,2.191E-14
-5.1246E-02,-6.100E+00,8.000E-02
-5.1206E-02,-5.900E+00,2.191E-14
-5.1166E-02,-5.900E+00,1.600E-01
-5.1126E-02,-5.900E+00,8.000E-02
-5.1086E-02,-5.900E+00,1.600E-01
-5.1046E-02,-5.900E+00,1.600E-01
-5.1006E-02,-5.700E+00,1.600E-01
-5.0966E-02,-5.900E+00,8.000E-02
-5.0925E-02,-6.100E+00,-8.000E-02
-5.0885E-02,-6.100E+00,2.191E-14
-5.0845E-02,-5.900E+00,2.191E-14
-5.0805E-02,-5.900E+00,8.000E-02
-5.0765E-02,-6.100E+00,8.000E-02
-5.0725E-02,-5.700E+00,2.191E-14
-5.0685E-02,-5.900E+00,8.000E-02
-5.0645E-02,-5.900E+00,8.000E-02
-5.0605E-02,-5.900E+00,8.000E-02
-5.0565E-02,-5.900E+00,8.000E-02
-5.0525E-02,-5.900E+00,8.000E-02
-5.0485E-02,-6.100E+00,2.191E-14
-5.0445E-02,-6.100E+00,2.191E-14
-5.0405E-02,-5.900E+00,2.400E-01
-5.0365E-02,-5.900E+00,8.000E-02
-5.0325E-02,-5.700E+00,8.000E-02
-5.0285E-02,-6.100E+00,8.000E-02
-5.0245E-02,-5.900E+00,1.600E-01
-5.0205E-02,-5.900E+00,2.191E-14
-5.0165E-02,-5.900E+00,8.000E-02
-5.0125E-02,-5.700E+00,1.600E-01
-5.0085E-02,-5.900E+00,1.600E-01
-5.0045E-02,-5.900E+00,8.000E-02
-5.0005E-02,-5.900E+00,2.191E-14
-4.9965E-02,-5.900E+00,8.000E-02
-4.9925E-02,-5.900E+00,8.000E-02
-4.9885E-02,-5.700E+00,8.000E-02
-4.9845E-02,-5.700E+00,-8.000E-02
-4.9805E-02,-5.900E+00,8.000E-02
-4.9765E-02,-5.900E+00,2.191E-14
-4.9725E-02,-5.900E+00,8.000E-02
-4.9685E-02,-5.700E+00,1.600E-01
-4.9645E-02,-6.100E+00,8.000E-02
-4.9605E-02,-6.100E+00,2.400E-01
-4.9565E-02,-5.900E+00,8.000E-02
-4.9525E-02,-5.700E+00,8.000E-02
-4.9485E-02,-5.900E+00,1.600E-01
-4.9445E-02,-5.700E+00,2.191E-14
-4.9405E-02,-5.900E+00,2.191E-14
-4.9365E-02,-5.900E+00,8.000E-02
-4.9325E-02,-6.100E+00,2.191E-14
-4.9285E-02,-5.900E+00,1.600E-01
-4.9245E-02,-6.100E+00,-8.000E-02
-4.9205E-02,-5.900E+00,8.000E-02
-4.9165E-02,-5.900E+00,1.600E-01
-4.9125E-02,-5.900E+00,8.000E-02
-4.9085E-02,-6.100E+00,1.600E-01
-4.9045E-02,-5.900E+00,1.600E-01
-4.9005E-02,-5.900E+00,2.191E-14
-4.8965E-02,-6.100E+00,8.000E-02
-4.8924E-02,-6.100E+00,-8.000E-02
-4.8884E-02,-5.900E+00,1.600E-01
-4.8844E-02,-6.100E+00,2.191E-14
-4.8804E-02,-5.900E+00,8.000E-02
-4.8764E-02,-5.900E+00,8.000E-02
-4.8724E-02,-5.900E+00,2.191E-14
-4.8684E-02,-5.900E+00,8.000E-02
-4.8644E-02,-6.100E+00,1.600E-01
-4.8604E-02,-5.900E+00,2.191E-14
-4.8564E-02,-5.700E+00,8.000E-02
-4.8524E-02,-6.100E+00,2.191E-14
-4.8484E-02,-6.100E+00,8.000E-02
-4.8444E-02,-6.100E+00,-8.000E-02
-4.8404E-02,-5.700E+00,1.600E-01
-4.8364E-02,-5.900E+00,8.000E-02
-4.8324E-02,-5.900E+00,1.600E-01
-4.8284E-02,-5.900E+00,2.191E-14
-4.8244E-02,-5.900E+00,1.600E-01
-4.8204E-02,-6.100E+00,8.000E-02
-4.8164E-02,-5.900E+00,8.000E-02
-4.8124E-02,-6.100E+00,8.000E-02
-4.8084E-02,-5.900E+00,2.191E-14
-4.8044E-02,-5.900E+00,1.600E-01
-4.8004E-02,-5.900E+00,1.600E-01
-4.7964E-02,-5.700E+00,2.191E-14
-4.7924E-02,-5.900E+00,8.000E-02
-4.7884E-02,-5.900E+00,2.191E-14
-4.7844E-02,-5.900E+00,2.191E-14
-4.7804E-02,-5.900E+00,8.000E-02
-4.7764E-02,-5.900E+00,1.600E-01
-4.7724E-02,-5.900E+00,8.000E-02
-4.7684E-02,-5.900E+00,2.191E-14
-4.7644E-02,-5.700E+00,2.191E-14
-4.7604E-02,-5.900E+00,8.000E-02
-4.7564E-02,-5.900E+00,8.000E-02
-4.7524E-02,-5.700E+00,8.000E-02
-4.7484E-02,-6.100E+00,2.191E-14
-4.7444E-02,-5.900E+00,8.000E-02
-4.7404E-02,-6.100E+00,8.000E-02
-4.7364E-02,-6.100E+00,8.000E-02
-4.7324E-02,-5.900E+00,2.191E-14
-4.7284E-02,-5.700E+00,8.000E-02
-4.7244E-02,-5.900E+00,1.600E-01
-4.7204E-02,-6.100E+00,2.191E-14
-4.7164E-02,-5.900E+00,-8.000E-02
-4.7124E-02,-5.900E+00,2.191E-14
-4.7084E-02,-5.900E+00,1.600E-01
-4.7044E-02,-5.900E+00,8.000E-02
-4.7004E-02,-5.900E+00,8.000E-02
-4.6964E-02,-5.700E+00,2.191E-14
-4.6923E-02,-5.900E+00,-8.000E-02
-4.6883E-02,-5.900E+00,8.000E-02
-4.6843E-02,-5.900E+00,2.191E-14
-4.6803E-02,-5.900E+00,2.191E-14
-4.6763E-02,-5.900E+00,2.191E-14
-4.6723E-02,-6.100E+00,2.191E-14
-4.6683E-02,-5.900E+00,8.000E-02
-4.6643E-02,-5.900E+00,1.600E-01
-4.6603E-02,-5.900E+00,8.000E-02
-4.6563E-02,-5.700E+00,8.000E-02
-4.6523E-02,-5.900E+00,1.600E-01
-4.6483E-02,-5.900E+00,8.000E-02
-4.6443E-02,-6.100E+00,8.000E-02
-4.6403E-02,-5.900E+00,2.400E-01
-4.6363E-02,-5.900E+00,8.000E-02
-4.6323E-02,-6.100E+00,2.400E-01
-4.6283E-02,-5.900E+00,8.000E-02
-4.6243E-02,-5.900E+00,1.600E-01
-4.6203E-02,-5.700E+00,8.000E-02
-4.6163E-02,-5.700E+00,8.000E-02
-4.6123E-02,-6.100E+00,8.000E-02
-4.6083E-02,-6.100E+00,1.600E-01
-4.6043E-02,-5.900E+00,2.191E-14
-4.6003E-02,-5.900E+00,2.400E-01
-4.5963E-02,-5.900E+00,8.000E-02
-4.5923E-02,-5.900E+00,1.600E-01
-4.5883E-02,-5.900E+00,2.191E-14
-4.5843E-02,-5.900E+00,8.000E-02
-4.5803E-02,-5.900E+00,2.191E-14
-4.5763E-02,-5.900E+00,8.000E-02
-4.5723E-02,-5.700E+00,8.000E-02
-4.5683E-02,-5.700E+00,8.000E-02
-4.5643E-02,-5.900E+00,8.000E-02
-4.5603E-02,-5.900E+00,-8.000E-02
-4.5563E-02,-5.900E+00,1.600E-01
-4.5523E-02,-5.900E+00,2.400E-01
-4.5483E-02,-5.900E+00,8.000E-02
-4.5443E-02,-5.900E+00,8.000E-02
-4.5403E-02,-5.900E+00,2.191E-14
-4.5363E-02,-5.900E+00,8.000E-02
-4.5323E-02,-5.900E+00,8.000E-02
-4.5283E-02,-5.900E+00,1.600E-01
-4.5243E-02,-6.100E+00,2.191E-14
-4.5203E-02,-5.900E+00,1.600E-01
-4.5163E-02,-6.100E+00,2.191E-14
-4.5123E-02,-6.100E+00,2.400E-01
-4.5083E-02,-5.700E+00,2.191E-14
-4.5043E-02,-5.900E+00,8.000E-02
-4.5003E-02,-6.100E+00,2.191E-14
-4.4963E-02,-5.900E+00,8.000E-02
-4.4922E-02,-5.900E+00,1.600E-01
-4.4882E-02,-5.900E+00,8.000E-02
-4.4842E-02,-5.900E+00,2.191E-14
-4.4802E-02,-5.900E+00,2.191E-14
-4.4762E-02,-5.900E+00,2.191E-14
-4.4722E-02,-5.900E+00,1.600E-01
-4.4682E-02,-5.900E+00,2.191E-14
-4.4642E-02,-5.900E+00,2.191E-14
-4.4602E-02,-5.700E+00,8.000E-02
-4.4562E-02,-5.900E+00,8.000E-02
-4.4522E-02,-5.900E+00,1.600E-01
-4.4482E-02,-6.100E+00,2.191E-14
-4.4442E-02,-5.900E+00,8.000E-02
-4.4402E-02,-6.100E+00,8.000E-02
-4.4362E-02,-6.100E+00,8.000E-02
-4.4322E-02,-5.900E+00,8.000E-02
-4.4282E-02,-5.900E+00,1.600E-01
-4.4242E-02,-5.900E+00,8.000E-02
-4.4202E-02,-5.700E+00,2.191E-14
-4.4162E-02,-5.900E+00,1.600E-01
-4.4122E-02,-5.900E+00,8.000E-02
-4.4082E-02,-5.900E+00,8.000E-02
-4.4042E-02,-6.100E+00,1.600E-01
-4.4002E-02,-5.900E+00,8.000E-02
-4.3962E-02,-5.900E+00,1.600E-01
-4.3922E-02,-5.900E+00,2.191E-14
-4.3882E-02,-5.900E+00,8.000E-02
-4.3842E-02,-5.900E+00,8.000E-02
-4.3802E-02,-5.900E+00,8.000E-02
-4.3762E-02,-5.900E+00,8.000E-02
-4.3722E-02,-5.900E+00,8.000E-02
-4.3682E-02,-5.900E+00,2.191E-14
-4.3642E-02,-6.100E+00,8.000E-02
-4.3602E-02,-5.900E+00,2.191E-14
-4.3562E-02,-5.700E+00,2.191E-14
-4.3522E-02,-5.900E+00,2.191E-14
-4.3482E-02,-5.900E+00,8.000E-02
-4.3442E-02,-6.100E+00,8.000E-02
-4.3402E-02,-5.700E+00,2.191E-14
-4.3362E-02,-6.100E+00,8.000E-02
-4.3322E-02,-5.900E+00,2.191E-14
-4.3282E-02,-5.900E+00,8.000E-02
-4.3242E-02,-5.900E+00,2.191E-14
-4.3202E-02,-5.700E+00,8.000E-02
-4.3162E-02,-5.900E+00,8.000E-02
-4.3122E-02,-5.900E+00,8.000E-02
-4.3082E-02,-5.900E+00,8.000E-02
-4.3042E-02,-5.900E+00,1.600E-01
-4.3002E-02,-6.100E+00,2.191E-14
-4.2962E-02,-5.900E+00,1.600E-01
-4.2921E-02,-5.900E+00,8.000E-02
-4.2881E-02,-5.900E+00,8.000E-02
-4.2841E-02,-5.900E+00,8.000E-02
-4.2801E-02,-5.900E+00,8.000E-02
-4.2761E-02,-5.900E+00,8.000E-02
-4.2721E-02,-5.900E+00,2.191E-14
-4.2681E-02,-5.900E+00,1.600E-01
-4.2641E-02,-5.900E+00,8.000E-02
-4.2601E-02,-6.100E+00,8.000E-02
-4.2561E-02,-5.900E+00,1.600E-01
-4.2521E-02,-5.900E+00,2.191E-14
-4.2481E-02,-5.700E+00,1.600E-01
-4.2441E-02,-5.700E+00,8.000E-02
-4.2401E-02,-5.900E+00,8.000E-02
-4.2361E-02,-5.900E+00,8.000E-02
-4.2321E-02,-6.100E+00,8.000E-02
-4.2281E-02,-5.900E+00,2.191E-14
-4.2241E-02,-6.100E+00,8.000E-02
-4.2201E-02,-5.900E+00,8.000E-02
-4.2161E-02,-6.100E+00,8.000E-02
-4.2121E-02,-5.900E+00,8.000E-02
-4.2081E-02,-5.900E+00,8.000E-02
-4.2041E-02,-5.700E+00,8.000E-02
-4.2001E-02,-5.900E+00,8.000E-02
-4.1961E-02,-5.900E+00,1.600E-01
-4.1921E-02,-6.100E+00,1.600E-01
-4.1881E-02,-5.900E+00,1.600E-01
-4.1841E-02,-5.900E+00,8.000E-02
-4.1801E-02,-5.900E+00,2.191E-14
-4.1761E-02,-5.900E+00,1.600E-01
-4.1721E-02,-5.700E+00,8.000E-02
-4.1681E-02,-5.900E+00,8.000E-02
-4.1641E-02,-5.900E+00,2.191E-14
-4.1601E-02,-5.700E+00,2.191E-14
-4.1561E-02,-5.900E+00,8.000E-02
-4.1521E-02,-5.900E+00,1.600E-01
-4.1481E-02,-6.100E+00,8.000E-02
-4.1441E-02,-5.900E+00,2.191E-14
-4.1401E-02,-6.100E+00,2.400E-01
-4.1361E-02,-5.900E+00,2.191E-14
-4.1321E-02,-5.900E+00,8.000E-02
-4.1281E-02,-5.900E+00,8.000E-02
-4.1241E-02,-5.900E+00,8.000E-02
-4.1201E-02,-5.900E+00,2.191E-14
-4.1161E-02,-5.900E+00,8.000E-02
-4.1121E-02,-5.900E+00,1.600E-01
-4.1081E-02,-6.100E+00,8.000E-02
-4.1041E-02,-6.100E+00,1.600E-01
-4.1001E-02,-5.900E+00,8.000E-02
-4.0961E-02,-5.900E+00,8.000E-02
-4.0920E-02,-5.900E+00,1.600E-01
-4.0880E-02,-5.900E+00,1.600E-01
-4.0840E-02,-6.100E+00,8.000E-02
-4.0800E-02,-5.900E+00,1.600E-01
-4.0760E-02,-5.900E+00,1.600E-01
-4.0720E-02,-5.900E+00,2.400E-01
-4.0680E-02,-6.100E+00,8.000E-02
-4.0640E-02,-5.900E+00,8.000E-02
-4.0600E-02,-5.900E+00,2.191E-14
-4.0560E-02,-5.900E+00,2.191E-14
-4.0520E-02,-5.700E+00,2.191E-14
-4.0480E-02,-6.100E+00,8.000E-02
-4.0440E-02,-5.900E+00,2.191E-14
-4.0400E-02,-5.700E+00,8.000E-02
-4.0360E-02,-6.100E+00,8.000E-02
-4.0320E-02,-6.100E+00,8.000E-02
-4.0280E-02,-5.900E+00,1.600E-01
-4.0240E-02,-5.700E+00,1.600E-01
-4.0200E-02,-5.700E+00,1.600E-01
-4.0160E-02,-5.900E+00,8.000E-02
-4.0120E-02,-5.700E+00,8.000E-02
-4.0080E-02,-5.900E+00,2.191E-14
-4.0040E-02,-6.100E+00,8.000E-02
-4.0000E-02,-6.100E+00,8.000E-02
-3.9960E-02,-5.900E+00,2.191E-14
-3.9920E-02,-6.100E+00,-8.000E-02
-3.9880E-02,-6.100E+00,2.191E-14
-3.9840E-02,-5.900E+00,8.000E-02
-3.9800E-02,-6.100E+00,8.000E-02
-3.9760E-02,-5.900E+00,8.000E-02
-3.9720E-02,-5.700E+00,1.600E-01
-3.9680E-02,-5.900E+00,8.000E-02
-3.9640E-02,-5.900E+00,1.600E-01
-3.9600E-02,-6.100E+00,2.191E-14
-3.9560E-02,-5.900E+00,2.191E-14
-3.9520E-02,-5.900E+00,8.000E-02
-3.9480E-02,-5.900E+00,8.000E-02
-3.9440E-02,-5.900E+00,1.600E-01
-3.9400E-02,-5.900E+00,2.191E-14
-3.9360E-02,-5.900E+00,1.600E-01
-3.9320E-02,-5.900E+00,1.600E-01
-3.9280E-02,-5.900E+00,8.000E-02
-3.9240E-02,-5.900E+00,2.191E-14
-3.9200E-02,-5.900E+00,1.600E-01
-3.9160E-02,-6.100E+00,8.000E-02
-3.9120E-02,-5.900E+00,2.191E-14
-3.9080E-02,-5.900E+00,8.000E-02
-3.9040E-02,-5.700E+00,8.000E-02
-3.9000E-02,-5.900E+00,8.000E-02
-3.8960E-02,-5.900E+00,2.191E-14
-3.8919E-02,-5.900E+00,8.000E-02
-3.8879E-02,-5.900E+00,8.000E-02
-3.8839E-02,-6.100E+00,1.600E-01
-3.8799E-02,-6.100E+00,8.000E-02
-3.8759E-02,-5.900E+00,2.191E-14
-3.8719E-02,-5.900E+00,2.191E-14
-3.8679E-02,-5.900E+00,8.000E-02
-3.8639E-02,-5.700E+00,8.000E-02
-3.8599E-02,-5.900E+00,8.000E-02
-3.8559E-02,-5.900E+00,8.000E-02
-3.8519E-02,-6.100E+00,8.000E-02
-3.8479E-02,-6.100E+00,1.600E-01
-3.8439E-02,-6.100E+00,2.191E-14
-3.8399E-02,-5.900E+00,2.191E-14
-3.8359E-02,-5.900E+00,1.600E-01
-3.8319E-02,-5.900E+00,2.191E-14
-3.8279E-02,-5.900E+00,1.600E-01
-3.8239E-02,-5.900E+00,8.000E-02
-3.8199E-02,-5.900E+00,-8.000E-02
-3.8159E-02,-6.100E+00,8.000E-02
-3.8119E-02,-6.100E+00,2.191E-14
-3.8079E-02,-5.900E+00,8.000E-02
-3.8039E-02,-5.900E+00,8.000E-02
-3.7999E-02,-5.900E+00,1.600E-01
-3.7959E-02,-5.900E+00,8.000E-02
-3.7919E-02,-5.700E+00,1.600E-01
-3.7879E-02,-5.900E+00,8.000E-02
-3.7839E-02,-5.900E+00,1.600E-01
-3.7799E-02,-5.900E+00,2.191E-14
-3.7759E-02,-5.700E+00,8.000E-02
-3.7719E-02,-5.900E+00,1.600E-01
-3.7679E-02,-6.100E+00,2.191E-14
-3.7639E-02,-5.900E+00,8.000E-02
-3.7599E-02,-5.900E+00,2.191E-14
-3.7559E-02,-5.900E+00,2.191E-14
-3.7519E-02,-5.900E+00,8.000E-02
-3.7479E-02,-5.900E+00,8.000E-02
-3.7439E-02,-6.100E+00,2.191E-14
-3.7399E-02,-5.900E+00,8.000E-02
-3.7359E-02,-6.100E+00,2.191E-14
-3.7319E-02,-5.900E+00,2.191E-14
-3.7279E-02,-5.900E+00,8.000E-02
-3.7239E-02,-5.900E+00,1.600E-01
-3.7199E-02,-5.900E+00,1.600E-01
-3.7159E-02,-5.900E+00,8.000E-02
-3.7119E-02,-5.900E+00,2.400E-01
-3.7079E-02,-5.900E+00,1.600E-01
-3.7039E-02,-5.900E+00,2.191E-14
-3.6999E-02,-6.100E+00,8.000E-02
-3.6959E-02,-5.900E+00,8.000E-02
-3.6918E-02,-5.900E+00,8.000E-02
-3.6878E-02,-5.900E+00,8.000E-02
-3.6838E-02,-6.100E+00,8.000E-02
-3.6798E-02,-5.900E+00,8.000E-02
-3.6758E-02,-5.900E+00,8.000E-02
-3.6718E-02,-5.900E+00,8.000E-02
-3.6678E-02,-5.900E+00,8.000E-02
-3.6638E-02,-5.900E+00,8.000E-02
-3.6598E-02,-5.900E+00,8.000E-02
-3.6558E-02,-5.900E+00,8.000E-02
-3.6518E-02,-5.900E+00,2.191E-14
-3.6478E-02,-5.700E+00,8.000E-02
-3.6438E-02,-5.700E+00,1.600E-01
-3.6398E-02,-5.900E+00,2.191E-14
-3.6358E-02,-5.900E+00,8.000E-02
-3.6318E-02,-5.900E+00,2.191E-14
-3.6278E-02,-5.900E+00,1.600E-01
-3.6238E-02,-6.100E+00,1.600E-01
-3.6198E-02,-6.100E+00,8.000E-02
-3.6158E-02,-5.900E+00,-8.000E-02
