0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	1
120	1
121	1
122	0
123	0
124	0
125	1
126	0
127	1
128	0
129	0
130	0
131	1
132	0
133	1
134	1
135	1
136	0
137	0
138	2
139	2
140	2
141	2
142	0
143	1
144	0
145	2
146	1
147	0
148	1
149	1
150	1
151	2
152	0
153	2
154	1
155	0
156	1
157	1
158	2
159	1
160	1
161	1
162	0
163	0
164	2
165	0
166	0
167	2
168	0
169	0
170	1
171	0
172	1
173	2
174	1
175	1
176	2
177	0
178	1
179	0
180	1
181	1
182	0
183	0
184	2
185	0
186	1
187	0
188	1
189	2
190	1
191	2
192	0
193	0
194	0
195	3
196	0
197	1
198	2
199	1
200	0
201	1
202	1
203	0
204	4
205	3
206	0
207	0
208	1
209	1
210	0
211	1
212	1
213	0
214	0
215	1
216	0
217	2
218	2
219	0
220	2
221	1
222	1
223	0
224	1
225	2
226	0
227	2
228	3
229	3
230	1
231	0
232	3
233	3
234	1
235	2
236	0
237	0
238	0
239	1
240	2
241	2
242	1
243	1
244	0
245	0
246	2
247	3
248	1
249	0
250	1
251	1
252	1
253	0
254	1
255	0
256	2
257	0
258	2
259	1
260	1
261	0
262	1
263	1
264	0
265	2
266	0
267	1
268	0
269	1
270	1
271	3
272	2
273	0
274	1
275	0
276	0
277	0
278	1
279	1
280	0
281	0
282	2
283	1
284	3
285	0
286	0
287	0
288	0
289	0
290	1
291	2
292	0
293	1
294	1
295	0
296	1
297	0
298	2
299	0
300	1
301	1
302	0
303	1
304	1
305	1
306	0
307	3
308	2
309	0
310	0
311	2
312	0
313	1
314	3
315	0
316	1
317	4
318	0
319	0
320	1
321	1
322	0
323	0
324	5
325	0
326	0
327	2
328	1
329	3
330	3
331	1
332	0
333	0
334	1
335	1
336	0
337	1
338	2
339	0
340	2
341	0
342	0
343	1
344	1
345	1
346	2
347	0
348	0
349	3
350	1
351	0
352	0
353	0
354	1
355	2
356	1
357	2
358	0
359	1
360	0
361	2
362	3
363	0
364	1
365	2
366	0
367	1
368	0
369	0
370	0
371	1
372	1
373	0
374	0
375	0
376	1
377	1
378	1
379	0
380	2
381	0
382	4
383	3
384	2
385	1
386	3
387	0
388	2
389	0
390	0
391	0
392	1
393	1
394	0
395	0
396	1
397	1
398	2
399	0
400	0
401	0
402	0
403	1
404	1
405	1
406	0
407	2
408	1
409	1
410	1
411	0
412	1
413	0
414	1
415	2
416	4
417	0
418	0
419	0
420	0
421	1
422	1
423	2
424	0
425	1
426	2
427	1
428	0
429	0
430	1
431	1
432	0
433	2
434	0
435	1
436	2
437	0
438	0
439	2
440	2
441	1
442	1
443	1
444	1
445	0
446	0
447	2
448	2
449	1
450	3
451	2
452	1
453	1
454	0
455	1
456	0
457	1
458	0
459	1
460	0
461	1
462	1
463	2
464	2
465	0
466	0
467	2
468	1
469	2
470	0
471	1
472	1
473	3
474	0
475	2
476	0
477	0
478	0
479	1
480	2
481	0
482	1
483	2
484	1
485	0
486	1
487	2
488	0
489	0
490	1
491	0
492	2
493	1
494	2
495	2
496	0
497	2
498	1
499	2
500	0
501	1
502	1
503	1
504	1
505	1
506	0
507	2
508	3
509	1
510	3
511	3
512	0
513	2
514	1
515	0
516	2
517	0
518	1
519	0
520	1
521	2
522	1
523	0
524	0
525	1
526	2
527	6
528	2
529	0
530	0
531	2
532	2
533	0
